accession_id	phenotype_value
PN10_SID879	7
PN10_SID880	2
PN10_SID881	4
PN10_SID882	2
PN11_SID1007	2.66666666666667
PN11_SID1008	4
PN11_SID1009	2.66666666666667
PN11_SID1010	2
PN11_SID1011	3
PN11_SID1012	3.33333333333333
PN11_SID1013	2
PN11_SID1014	1.33333333333333
PN11_SID1015	2.66666666666667
PN11_SID1016	2.75
PN11_SID1018	2.75
PN11_SID1020	2.75
PN11_SID1017	2.16666666666667
PN11_SID1019	2.16666666666667
PN13_SID1163	2.66666666666667
PN13_SID1164	6.5
PN13_SID1165	2
PN13_SID1166	2.33333333333333
PN13_SID1167	3
PN13_SID1168	2.33333333333333
PN13_SID1169	4
PN13_SID1170	2.33333333333333
PN13_SID1171	3
PN13_SID1172	2
PN13_SID1173	4
PN13_SID1174	3.66666666666667
PN13_SID1175	3.33333333333333
PN12_SID1149	3.33333333333333
PN12_SID1150	3
PN12_SID1151	3.33333333333333
PN12_SID1152	2.33333333333333
PN13_SID1161	2.66666666666667
PN12_SID1079	2.4
PN12_SID1082	2.4
PN12_SID1080	2
PN12_SID1083	1
PN12_SID1084	2.33333333333333
PN12_SID1081	2.16666666666667
PN12_SID1085	2.16666666666667
PN12_SID1086	2
PN12_SID1087	2.66666666666667
PN12_SID1089	3
PN12_SID1090	3.5
PN4_SID310	4.5
PN4_SID311	2
PN4_SID313	3
PN4_SID314	3
PN4_SID315	2.5
PN4_SID316	2
PN4_SID317	2.66666666666667
PN4_SID318	2.66666666666667
PN3_SID238	2.33333333333333
PN3_SID239	2
PN3_SID240	1.66666666666667
PN3_SID241	2
PN3_SID242	2
PN3_SID243	3
PN3_SID245	2.33333333333333
PN3_SID246	3.33333333333333
PN3_SID247	2.33333333333333
PN3_SID248	1.5
PN3_SID249	2
PN3_SID250	3.33333333333333
PN3_SID251	6
PN3_SID252	3.33333333333333
PN3_SID253	3.33333333333333
PN3_SID254	3.33333333333333
PN3_SID220	2
PN3_SID221	1.33333333333333
PN3_SID222	3
PN3_SID223	2.66666666666667
PN3_SID225	1.33333333333333
PN3_SID226	2
PN3_SID227	3
PN3_SID228	2.66666666666667
PN3_SID229	3
PN3_SID230	3.33333333333333
PN3_SID231	3
PN3_SID232	2
PN3_SID233	2
PN3_SID234	3.33333333333333
PN3_SID235	3.33333333333333
PN3_SID237	2.66666666666667
PN3_SID278	1.66666666666667
PN3_SID280	2.33333333333333
PN3_SID281	3
PN3_SID282	3
PN3_SID283	3.66666666666667
PN3_SID285	2
PN3_SID286	2
PN3_SID287	2.33333333333333
PN3_SID288	2.33333333333333
PN4_SID333	2
PN4_SID334	2
PN4_SID336	4
PN4_SID337	2.5
PN4_SID339	2.66666666666667
PN4_SID340	3.66666666666667
PN3_SID256	2.5
PN3_SID257	3.66666666666667
PN3_SID258	3.66666666666667
PN3_SID259	1.66666666666667
PN3_SID260	1
PN3_SID261	2.33333333333333
PN3_SID262	2.66666666666667
PN3_SID263	7
PN4_SID294	3
PN4_SID319	2.33333333333333
PN4_SID320	2.33333333333333
PN4_SID321	2
PN4_SID322	2
PN4_SID323	2.66666666666667
PN4_SID324	2.33333333333333
PN4_SID325	2
PN4_SID328	2.66666666666667
PN4_SID329	2.33333333333333
PN4_SID331	2
PN4_SID332	2.66666666666667
PN3_SID264	2
PN3_SID265	1.5
PN3_SID266	2
PN3_SID267	3.5
PN3_SID268	3.5
PN3_SID269	2.66666666666667
PN3_SID270	1.5
PN3_SID271	3
PN3_SID272	2.66666666666667
PN3_SID273	1
PN3_SID274	3
PN3_SID275	3
PN3_SID276	2.33333333333333
PN3_SID277	2.5
PN5_SID405	2.33333333333333
PN5_SID407	2.33333333333333
PN5_SID408	2
PN5_SID409	3.66666666666667
PN5_SID410	2.33333333333333
PN5_SID411	2.5
PN5_SID412	2.33333333333333
PN5_SID413	3
PN5_SID414	2.33333333333333
PN5_SID415	5.33333333333333
PN5_SID416	4
PN5_SID417	3
PN5_SID418	2.33333333333333
PN5_SID419	3
PN5_SID420	2.66666666666667
PN5_SID421	1.66666666666667
PN5_SID422	3.5
PN5_SID423	3.33333333333333
PN5_SID424	2
PN5_SID425	3
PN5_SID426	2
PN5_SID427	2.66666666666667
PN5_SID428	3.33333333333333
PN5_SID430	3.33333333333333
PN5_SID432	2.66666666666667
PN5_SID433	3.5
PN5_SID434	2.33333333333333
PN5_SID435	2
PN5_SID436	2.66666666666667
PN5_SID438	2.66666666666667
PN5_SID439	2.33333333333333
PN5_SID440	2.5
PN5_SID441	3
PN5_SID443	2
PN5_SID444	2
PN5_SID446	4
PN5_SID447	3.33333333333333
PN5_SID448	4
PN5_SID449	3
PN5_SID450	2.66666666666667
PN5_SID451	1.66666666666667
PN5_SID452	3.66666666666667
PN5_SID453	2.66666666666667
PN5_SID454	2
PN5_SID455	2.5
PN5_SID456	4.66666666666667
PN5_SID457	6
PN5_SID458	4.33333333333333
PN5_SID459	4
PN5_SID460	4
PN5_SID461	2
PN5_SID462	3.66666666666667
PN5_SID463	3.66666666666667
PN5_SID464	1.5
PN5_SID465	4
PN5_SID466	2.66666666666667
PN5_SID467	3.66666666666667
PN5_SID469	2
PN5_SID470	4.33333333333333
PN5_SID471	3.66666666666667
PN5_SID472	2.66666666666667
PN5_SID473	3
PN5_SID474	3
PN5_SID475	3
PN5_SID476	4.33333333333333
PN5_SID477	3.66666666666667
PN5_SID479	3
PN5_SID480	3
PN6_SID496	3.33333333333333
PN6_SID497	3
PN6_SID498	2
PN6_SID499	2.66666666666667
PN6_SID500	3.66666666666667
PN6_SID501	3.33333333333333
PN6_SID502	2.66666666666667
PN6_SID503	3
PN6_SID504	4.33333333333333
PN6_SID505	4.5
PN4_SID352	2.5
PN4_SID353	3
PN4_SID354	3.33333333333333
PN4_SID355	2.33333333333333
PN4_SID356	3
PN4_SID358	2
PN4_SID359	2.33333333333333
PN4_SID360	3
PN4_SID361	3.66666666666667
PN4_SID362	2.33333333333333
PN4_SID364	2.5
PN4_SID365	3
PN4_SID366	3.5
PN4_SID367	2
PN4_SID368	3
PN4_SID369	2.33333333333333
PN4_SID370	3.66666666666667
PN4_SID374	1.66666666666667
PN4_SID375	2.33333333333333
PN4_SID378	2
PN4_SID379	3.33333333333333
PN4_SID380	4
PN4_SID381	2.5
PN4_SID382	2.66666666666667
PN4_SID383	3
PN4_SID384	3.33333333333333
PN5_SID390	2.33333333333333
PN5_SID402	2.66666666666667
PN5_SID404	3
PN9_SID804	3.33333333333333
PN9_SID805	2.33333333333333
PN9_SID806	2.33333333333333
PN9_SID808	4
PN9_SID809	3
PN9_SID810	1.66666666666667
PN9_SID811	3.33333333333333
PN9_SID812	2
PN9_SID813	3
PN9_SID815	2.5
PN9_SID817	2.33333333333333
PN9_SID818	1.5
PN9_SID819	2.33333333333333
PN9_SID820	2.66666666666667
PN9_SID821	2.66666666666667
PN9_SID822	2.33333333333333
PN9_SID823	2.33333333333333
PN9_SID824	3
PN9_SID826	5
PN9_SID827	2.33333333333333
PN9_SID828	4
PN9_SID829	2
PN9_SID831	3.66666666666667
PN9_SID832	2.66666666666667
PN9_SID833	2.33333333333333
PN9_SID834	3.33333333333333
PN9_SID835	2.33333333333333
PN9_SID836	5
PN9_SID837	4
PN9_SID839	2.5
PN9_SID840	2
PN9_SID841	4.66666666666667
PN9_SID842	2
PN9_SID843	2.66666666666667
PN9_SID844	3
PN9_SID846	2.66666666666667
PN9_SID847	3.66666666666667
PN9_SID848	2
PN9_SID849	2.33333333333333
PN9_SID850	2.5
PN9_SID851	2
PN9_SID853	4.33333333333333
PN9_SID854	3.33333333333333
PN9_SID855	2.33333333333333
PN9_SID856	4.66666666666667
PN9_SID857	5.66666666666667
PN9_SID858	3.66666666666667
PN9_SID859	3
PN9_SID860	2.66666666666667
PN9_SID861	3
PN9_SID862	2
PN9_SID863	2.66666666666667
PN9_SID864	2.66666666666667
PN10_SID866	2
PN16_SID1509	2.33333333333333
PN16_SID1510	3.5
PN16_SID1512	3
PN16_SID1513	4
PN16_SID1514	2.66666666666667
PN16_SID1515	3.33333333333333
PN16_SID1516	2
PN16_SID1517	2
PN16_SID1518	2
PN16_SID1519	2
PN16_SID1520	2.66666666666667
PN16_SID1521	1.66666666666667
PN3_SID214	2.28571428571429
PN3_SID215	2.28571428571429
PN3_SID218	2.28571428571429
PN3_SID219	2
PN3_SID216	2
PN17_SID1628	2.66666666666667
PN17_SID1630	2.66666666666667
PN17_SID1631	3
PN17_SID1629	3
PN17_SID1632	1.66666666666667
PN17_SID1626	3.5
PN17_SID1627	3
PN17_SID1550	3
PN17_SID1551	2
PN17_SID1552	3.33333333333333
PN17_SID1553	2
PN17_SID1554	3.33333333333333
PN17_SID1555	3.33333333333333
PN17_SID1556	2
PN17_SID1557	2
PN17_SID1558	3.33333333333333
PN17_SID1559	2
PN16_SID1536	2.33333333333333
PN17_SID1572	2
PN17_SID1573	3
PN17_SID1575	2
PN17_SID1576	2
PN17_SID1577	3
PN17_SID1578	1.66666666666667
PN17_SID1579	3
PN17_SID1580	3.66666666666667
PN17_SID1581	2.33333333333333
PN17_SID1582	3.5
PN4_SID341	2.66666666666667
PN4_SID342	4.33333333333333
PN4_SID343	2.33333333333333
PN4_SID344	1.66666666666667
PN4_SID345	3.66666666666667
PN4_SID346	2.66666666666667
PN4_SID347	3.33333333333333
PN4_SID348	3
PN4_SID349	3.66666666666667
PN4_SID350	3.66666666666667
PN4_SID351	2
PN17_SID1583	2
PN17_SID1584	2
PN17_SID1585	6
PN17_SID1586	2
PN17_SID1587	2.66666666666667
PN17_SID1589	3
PN17_SID1590	3.33333333333333
PN16_SID1499	1.66666666666667
PN16_SID1500	3.33333333333333
PN16_SID1501	3.5
PN16_SID1502	2
PN16_SID1503	3
PN16_SID1504	2
PN16_SID1505	3
PN16_SID1506	2.5
PN16_SID1507	2
PN16_SID1508	2.33333333333333
PN17_SID1560	2
PN17_SID1561	2.33333333333333
PN17_SID1562	2
PN17_SID1563	2
PN17_SID1564	2.66666666666667
PN17_SID1565	2.66666666666667
PN17_SID1566	2.33333333333333
PN17_SID1567	3
PN17_SID1568	2.66666666666667
PN17_SID1569	3.66666666666667
PN17_SID1570	3.66666666666667
PN17_SID1571	3
PN6_SID506	2.33333333333333
PN6_SID507	3.33333333333333
PN6_SID508	2
PN6_SID509	2
PN6_SID510	3
PN6_SID511	3.66666666666667
PN6_SID512	3
PN6_SID513	3
PN6_SID514	4
PN6_SID516	2.66666666666667
PN6_SID517	2.66666666666667
PN6_SID518	2.5
PN6_SID520	3
PN6_SID521	4.66666666666667
PN6_SID522	2.5
PN17_SID1591	2.5
PN17_SID1592	3.33333333333333
PN17_SID1593	2
PN17_SID1594	3
PN17_SID1596	4
PN17_SID1597	2.66666666666667
PN17_SID1598	2.33333333333333
PN17_SID1599	2.5
PN17_SID1600	4
PN17_SID1601	3.33333333333333
PN17_SID1608	4
PN17_SID1609	1.5
PN17_SID1610	3.33333333333333
PN17_SID1611	3.66666666666667
PN17_SID1613	2.66666666666667
PN17_SID1614	2.33333333333333
PN17_SID1615	5
PN17_SID1603	3.33333333333333
PN17_SID1604	2
PN17_SID1605	3.66666666666667
PN17_SID1606	2.5
PN17_SID1607	2
PN17_SID1616	1.5
PN17_SID1617	2
PN17_SID1618	3.33333333333333
PN17_SID1574	4
PN17_SID1619	3
PN17_SID1620	3
PN17_SID1621	5
PN17_SID1623	2.33333333333333
PN17_SID1624	2.33333333333333
PN17_SID1625	4
PN16_SID1522	2
PN16_SID1523	2
PN16_SID1524	1.66666666666667
PN16_SID1525	4.5
PN16_SID1526	2.33333333333333
PN16_SID1527	2.33333333333333
PN16_SID1528	2.66666666666667
PN16_SID1529	2.66666666666667
PN16_SID1530	3.5
PN16_SID1531	1.5
PN16_SID1532	2
PN16_SID1533	1.66666666666667
PN16_SID1534	2
PN16_SID1535	4.66666666666667
PN7_SID630	2.66666666666667
PN7_SID631	4
PN7_SID632	2.66666666666667
PN7_SID633	2.66666666666667
PN7_SID634	4
PN7_SID635	1.66666666666667
PN7_SID636	3
PN7_SID637	2
PN7_SID639	4
PN7_SID640	3
PN7_SID641	2
PN7_SID642	5.66666666666667
PN7_SID643	2
PN7_SID644	2.33333333333333
PN7_SID645	3.33333333333333
PN7_SID646	2
PN7_SID647	2.5
PN7_SID648	1.66666666666667
PN7_SID649	2
PN7_SID650	2
PN7_SID651	1.66666666666667
PN7_SID652	2
PN7_SID653	2.66666666666667
PN7_SID654	2
PN7_SID655	3.66666666666667
PN7_SID656	2
PN7_SID657	2
PN7_SID658	2.66666666666667
PN7_SID659	1.66666666666667
PN7_SID660	3.66666666666667
PN7_SID662	3.33333333333333
PN7_SID663	2.66666666666667
PN7_SID664	5.33333333333333
PN7_SID665	6.33333333333333
PN7_SID666	3
PN7_SID667	1.66666666666667
PN7_SID668	1.66666666666667
PN7_SID669	3.5
PN7_SID670	2.33333333333333
PN7_SID671	2.33333333333333
PN7_SID672	3.5
PN8_SID673	2.33333333333333
PN8_SID694	2
PN8_SID697	1.5
PN8_SID698	6.66666666666667
PN8_SID699	3
PN8_SID700	2
PN8_SID701	3.33333333333333
PN8_SID702	2.5
PN8_SID703	1.66666666666667
PN8_SID705	2.33333333333333
PN8_SID706	2.33333333333333
PN8_SID707	3.33333333333333
PN8_SID708	3
PN8_SID709	2.66666666666667
PN8_SID710	2
PN8_SID711	2
PN8_SID712	2.33333333333333
PN8_SID713	2
PN8_SID714	2
PN8_SID715	3
PN8_SID716	3.33333333333333
PN8_SID717	2
PN8_SID718	1.66666666666667
PN8_SID719	2
PN8_SID720	5
PN8_SID721	2.33333333333333
PN8_SID722	2.33333333333333
PN8_SID723	2.66666666666667
PN8_SID724	2.66666666666667
PN8_SID726	3.66666666666667
PN8_SID727	3.33333333333333
PN8_SID728	3
PN8_SID729	2
PN8_SID730	5.33333333333333
PN8_SID731	4
PN8_SID733	2.66666666666667
PN8_SID734	3.33333333333333
PN8_SID735	5
PN8_SID737	3.66666666666667
PN8_SID738	2
PN8_SID741	9
PN8_SID742	3.33333333333333
PN8_SID743	3
PN8_SID744	2
PN8_SID745	2.33333333333333
PN8_SID746	2.66666666666667
PN8_SID747	3
PN8_SID748	1.66666666666667
PN8_SID749	1.66666666666667
PN8_SID750	2
PN8_SID752	3.33333333333333
PN8_SID753	3
PN8_SID754	2.66666666666667
PN8_SID755	3
PN8_SID756	5.66666666666667
PN8_SID758	2
PN8_SID759	3.66666666666667
PN8_SID760	3.66666666666667
PN8_SID761	3
PN8_SID762	2.33333333333333
PN8_SID763	1.5
PN8_SID764	2.33333333333333
PN8_SID765	2.5
PN8_SID767	3
PN8_SID768	1.5
PN9_SID769	2
PN9_SID770	2.66666666666667
PN9_SID771	3
PN9_SID777	2.66666666666667
PN9_SID778	4
PN14_SID1267	3
PN14_SID1268	2.66666666666667
PN14_SID1269	2
PN14_SID1270	3
PN14_SID1271	4
PN14_SID1272	2
PN14_SID1273	2
PN14_SID1274	2
PN14_SID1275	2
PN14_SID1276	2
PN14_SID1277	2
PN14_SID1278	2
PN14_SID1279	3
PN14_SID1280	2.66666666666667
PN14_SID1281	2.5
PN14_SID1282	2.66666666666667
PN14_SID1283	3.66666666666667
PN14_SID1284	2.66666666666667
PN14_SID1285	3.33333333333333
PN14_SID1286	1
PN14_SID1287	3.33333333333333
PN14_SID1288	2.66666666666667
PN14_SID1289	2
PN14_SID1290	2
PN14_SID1291	3
PN14_SID1292	2
PN14_SID1293	1.66666666666667
PN14_SID1294	2.66666666666667
PN14_SID1295	2
PN14_SID1296	2.5
PN14_SID1297	3.66666666666667
PN14_SID1298	3
PN14_SID1299	4
PN14_SID1300	2.5
PN14_SID1301	2
PN14_SID1302	2.5
PN14_SID1303	3.5
PN14_SID1304	1.5
PN14_SID1305	4.33333333333333
PN14_SID1306	2
PN14_SID1307	2
PN14_SID1308	1.5
PN14_SID1309	2.33333333333333
PN14_SID1310	2.5
PN14_SID1311	2.33333333333333
PN14_SID1312	1.66666666666667
PN14_SID1313	2
PN14_SID1314	2
PN14_SID1315	2.33333333333333
PN14_SID1316	2.33333333333333
PN14_SID1317	2.5
PN14_SID1318	2.33333333333333
PN14_SID1319	2.66666666666667
PN14_SID1320	2.5
PN14_SID1321	2.66666666666667
PN14_SID1322	3.33333333333333
PN14_SID1323	2.33333333333333
PN14_SID1324	2.66666666666667
PN14_SID1325	3
PN14_SID1326	2.33333333333333
PN14_SID1327	2.33333333333333
PN14_SID1328	3
PN14_SID1329	2
PN14_SID1330	3.33333333333333
PN14_SID1331	3
PN14_SID1332	2.66666666666667
PN14_SID1333	2
PN14_SID1334	2.5
PN14_SID1336	3.66666666666667
PN14_SID1337	1.66666666666667
PN14_SID1338	2.33333333333333
PN14_SID1339	2.33333333333333
PN14_SID1340	2.66666666666667
PN14_SID1341	2.33333333333333
PN14_SID1342	2.33333333333333
PN14_SID1343	2.5
PN14_SID1344	5
PN6_SID523	2.66666666666667
PN6_SID524	2.5
PN6_SID525	3.5
PN6_SID526	3
PN6_SID527	2.33333333333333
PN6_SID528	1.33333333333333
PN6_SID529	3.33333333333333
PN6_SID531	3.33333333333333
PN6_SID532	3.33333333333333
PN6_SID533	4.33333333333333
PN6_SID534	2.66666666666667
PN6_SID535	2
PN6_SID537	2
PN6_SID539	1.66666666666667
PN6_SID540	2.66666666666667
PN6_SID541	2
PN6_SID542	3
PN6_SID543	2.66666666666667
PN6_SID544	3.33333333333333
PN6_SID545	2.5
PN6_SID546	2
PN6_SID548	2
PN6_SID549	2.66666666666667
PN6_SID551	1.66666666666667
PN6_SID552	4
PN6_SID553	5
PN6_SID554	1.66666666666667
PN6_SID555	2.33333333333333
PN6_SID556	1.66666666666667
PN6_SID557	2.33333333333333
PN6_SID558	2
PN6_SID559	2
PN6_SID560	2
PN6_SID561	1.66666666666667
PN6_SID562	2
PN6_SID563	2
PN6_SID564	2
PN6_SID565	3
PN6_SID566	2.66666666666667
PN6_SID567	2.66666666666667
PN6_SID568	1.5
PN6_SID569	1.66666666666667
PN6_SID570	2.5
PN6_SID571	1.66666666666667
PN6_SID572	3
PN6_SID573	2
PN6_SID574	3.5
PN6_SID575	1.66666666666667
PN7_SID577	2.33333333333333
PN7_SID578	2.66666666666667
PN7_SID579	1.5
PN7_SID582	2.33333333333333
PN7_SID605	3.66666666666667
PN7_SID606	1.66666666666667
PN7_SID607	3.33333333333333
PN7_SID608	2.5
PN7_SID609	2.5
PN7_SID610	3.33333333333333
PN7_SID612	2.66666666666667
PN7_SID613	3
PN7_SID614	2.33333333333333
PN7_SID616	3.66666666666667
PN7_SID617	2.33333333333333
PN7_SID618	2
PN7_SID619	2.33333333333333
PN7_SID620	2.33333333333333
PN7_SID621	4
PN7_SID622	3.33333333333333
PN7_SID623	2
PN7_SID624	3
PN7_SID625	3.66666666666667
PN7_SID626	2.33333333333333
PN7_SID627	2
PN7_SID628	4.5
PN7_SID629	2.33333333333333
PN13_SID1199	3
PN13_SID1200	2
PN13_SID1201	3
PN13_SID1202	2.33333333333333
PN13_SID1203	1
PN13_SID1204	1.66666666666667
PN13_SID1205	3
PN13_SID1206	2.5
PN13_SID1207	2
PN13_SID1208	2
PN13_SID1210	1.33333333333333
PN13_SID1211	2.33333333333333
PN13_SID1212	2.66666666666667
PN13_SID1213	1.66666666666667
PN13_SID1214	2.5
PN13_SID1215	3
PN13_SID1216	2
PN13_SID1217	2
PN13_SID1218	3.66666666666667
PN13_SID1219	2
PN13_SID1220	2.5
PN13_SID1221	2
PN13_SID1222	2
PN13_SID1223	2.66666666666667
PN13_SID1224	2
PN13_SID1226	2
PN13_SID1227	2
PN13_SID1228	2.66666666666667
PN13_SID1229	3.33333333333333
PN13_SID1230	2.66666666666667
PN13_SID1231	2.66666666666667
PN13_SID1232	2
PN13_SID1233	3.33333333333333
PN13_SID1234	2.66666666666667
PN13_SID1235	2.66666666666667
PN13_SID1237	2
PN13_SID1238	3
PN13_SID1240	2.5
PN13_SID1241	2.66666666666667
PN13_SID1242	2
PN13_SID1243	3.5
PN13_SID1246	2.33333333333333
PN13_SID1247	2
PN13_SID1248	2.33333333333333
PN14_SID1260	3
PN14_SID1261	2.66666666666667
PN14_SID1262	2.66666666666667
PN14_SID1263	2
PN14_SID1264	2.33333333333333
PN14_SID1265	2.33333333333333
PN14_SID1266	2.5
PN9_SID779	1.66666666666667
PN9_SID780	2
PN9_SID781	2
PN9_SID782	2
PN9_SID785	5
PN9_SID786	2
PN9_SID787	2
PN9_SID788	2.5
PN9_SID789	2.33333333333333
PN9_SID790	2.33333333333333
PN9_SID791	2
PN9_SID792	3
PN9_SID793	3
PN9_SID794	3
PN9_SID795	4.33333333333333
PN9_SID796	2
PN9_SID797	1.5
PN9_SID798	2
PN9_SID799	1.33333333333333
PN9_SID800	2
PN9_SID801	2.66666666666667
PN9_SID802	3
PN9_SID803	2
PN10_SID897	1.66666666666667
PN10_SID898	2
PN10_SID899	3
PN10_SID900	5.66666666666667
PN10_SID901	2.33333333333333
PN10_SID902	2
PN10_SID903	4
PN10_SID904	NA
PN10_SID905	1.5
PN10_SID906	2.5
PN10_SID907	4
PN10_SID908	2
PN10_SID909	2
PN10_SID911	2
PN10_SID912	3.33333333333333
PN10_SID914	3.33333333333333
PN10_SID915	1.5
PN10_SID916	2
PN10_SID917	2
PN10_SID918	2.33333333333333
PN10_SID919	2.33333333333333
PN10_SID920	2.33333333333333
PN10_SID921	2.33333333333333
PN10_SID922	3.33333333333333
PN10_SID923	2.66666666666667
PN10_SID924	2
PN10_SID925	1.66666666666667
PN10_SID926	2
PN10_SID927	2
PN10_SID928	2
PN10_SID929	2.66666666666667
PN10_SID930	1.66666666666667
PN10_SID931	2.66666666666667
PN10_SID932	3.33333333333333
PN10_SID933	2
PN10_SID934	1.66666666666667
PN10_SID935	3
PN10_SID936	2
PN10_SID937	3.33333333333333
PN10_SID938	3
PN10_SID939	2
PN10_SID940	2.33333333333333
PN10_SID941	2.66666666666667
PN10_SID943	2.33333333333333
PN10_SID944	3.33333333333333
PN10_SID945	2
PN10_SID946	2.33333333333333
PN10_SID947	1.66666666666667
PN10_SID948	1.66666666666667
PN10_SID949	1.33333333333333
PN10_SID950	2
PN10_SID952	2.33333333333333
PN10_SID953	3
PN10_SID954	2.33333333333333
PN10_SID955	1.5
PN10_SID956	NA
PN10_SID957	1.5
PN10_SID959	2.66666666666667
PN10_SID960	2.66666666666667
PN11_SID961	3
PN11_SID962	1.66666666666667
PN11_SID963	2.66666666666667
PN11_SID964	2
PN11_SID965	2
PN11_SID966	2.66666666666667
PN11_SID967	2.66666666666667
PN11_SID968	2
PN11_SID969	2.33333333333333
PN11_SID970	2.66666666666667
PN11_SID971	1.66666666666667
PN11_SID972	2.66666666666667
PN11_SID974	3.66666666666667
PN11_SID975	2.33333333333333
PN11_SID976	3.66666666666667
PN11_SID977	4
PN11_SID978	2
PN11_SID979	2.33333333333333
PN11_SID980	2.66666666666667
PN11_SID981	NA
PN11_SID982	2
PN11_SID983	4
