Female_genotype,Species,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,Species,SPAD2_Date,Leaf_Auringle,ST,StPu,StPi,Kinki,Prolif,NBR,LI_COR,LI_COR_Date,SCiO,SCiO_Date
Hueh-H1_P3_P1_P2_P3.1.1.1,Hueh,7/5/23,7/5/23,200,73,3,9.3,60,13,58.6,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,36.2,8/10/23,NA,NA
Zlux-G7_P2_P1_P3_P1.1.1.1,Zlux,7/3/23,7/2/23,192,83,2,8.4,NA,15.5,62.5,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,39.5,8/5/23,NA,NA
Mesa-JSG-465_P1_P1_P3_P2.2.1.1,Mesa,7/7/23,7/4/23,204,80,4,9.8,68.2,13,61.3,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,Y,NA,NA,2,0,1/0/1900,NA,NA
Hueh-H2_P4_P1_P5_P2.1.1.1,Hueh,7/5/23,7/2/23,190,73,3,8.4,56,12.6,51.3,7/17/23,Hueh,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,2,0,1/0/1900,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P3_P1.1.1.1,Bals,6/28/23,6/28/23,193,70,6,8.4,64.4,13.9,52.3,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,40.1,8/1/23,NA,NA
Hueh-H2_P4_P1_P5_P1.1.1.1,Hueh,6/28/23,6/28/23,195,73,3,8.6,59.9,13.6,59.5,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,48.4,8/2/23,NA,NA
Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.2.1.1,Bals,7/1/23,7/1/23,183,63,2,8.6,64,14.7,56.2,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,46.8,8/5/23,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P3_P2.2.1.1,Bals,7/3/23,7/1/23,183,64,2,7.9,60.5,13.9,54.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,44.6,8/5/23,NA,NA
Hueh-H1_P3_P1_P2_P4.3.1.1,Hueh,7/15/23,7/7/23,153,54,1,5.5,45.6,13.7,40,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,13.2,8/15/23,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P2_P2.1.1.1,Bals,7/2/23,6/30/23,180,64,2,7,56.6,15.7,48.2,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,27,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P4_P2.3.1.1,Dura,7/1/23,6/30/23,184,60,4,9.1,67,13.4,51.6,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,21.3,8/5/23,NA,NA
Mesa-JSG-426_P1_P2_P5_P2.2.1.1,Mesa,7/1/23,6/28/23,185,65,2,7.1,53.6,14,46.3,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,21.2,8/5/23,NA,NA
Bals-JSG-LCL-JR-P-702_P4_P1_P3_P1.2.1.1,Bals,7/1/23,6/30/23,184,53,2,8.1,69.1,12.9,61.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,50.2,8/5/23,NA,NA
B73,B73,7/1/23,6/30/23,174,63,2,7.5,60.5,16,50.8,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,43.9,8/5/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P2.4.1.1,Nabo,7/2/23,7/1/23,202,83,5,6.4,43.9,14.7,59.5,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,56.3,8/5/23,NA,NA
Bals-JSG-RMM-LCL-523_P1_P1_P5_P1.1.1.1,Bals,7/1/23,6/28/23,191,70,7,8.3,67.8,11,65.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,23.9,8/5/23,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P1_P1.2.1.1,Bals,7/10/23,7/10/23,205,74,1,8.5,60.6,13,55,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,27,8/15/23,NA,NA
Bals-JSG-LCL-JR-P-702_P4_P1_P2_P1.1.1.1,Bals,7/1/23,6/30/23,203,93,4,7.4,50.1,15.6,53.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,45.7,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P2_P2.2.1.1,Dura,7/1/23,6/29/23,193,90,4,8.5,53.6,12.5,49,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,27.6,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P5_P2.3.1.1,Zdip,6/30/23,6/29/23,183,65,4,9.3,66.7,14,58,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,41.9,8/5/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P3_P2.4.1.1,Zdip,7/2/23,7/2/23,171,53,3,8.5,59.7,14,55.7,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,40,8/5/23,NA,NA
Bals-JLNCM-657_P4_P1_P2_P1.2.1.1,Bals,7/1/23,6/30/23,154,64,2,7,50.9,12,57.2,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,45.2,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P4_P1.1.1.1,Dura,7/4/23,7/3/23,200,73,2,9.4,70.4,13.7,63.4,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,20.8,8/7/23,NA,NA
Zdip-CIM10003_P3_P1_P1_P2.2.1.1,Zdip,7/1/23,7/1/23,224,90,4,8.5,69.1,15.5,60.6,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,48.9,8/5/23,NA,NA
Chal-CIM27215(CIM-1)_P2_P1_P5_P1.2.1.1,Chal,7/2/23,7/1/23,183,70,2,8.1,57.7,15.5,50,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,22.1,8/5/23,NA,NA
Bals-JSG-RMM-LCL-487_P1_P1_P3_P1.1.1.1,Bals,6/30/23,6/29/23,154,50,3,7.3,57.2,11.6,60.5,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,53.5,8/5/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P1_P2.4.1.1,Zdip,7/1/23,6/28/23,163,50,4,7.9,63.1,13.2,54.3,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,5.5,8/5/23,NA,NA
Mesa-JSG-LCL-JGRF-586_P1_P2_P5_P2.2.1.1,Mesa,6/26/23,6/27/23,173,55,4,10,63.6,13.1,59,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,44.3,7/31/23,NA,NA
B73,B73,7/3/23,7/1/23,180,50,2,8.2,66.1,13.4,65.1,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,48.3,8/5/23,NA,NA
Bals-JSG-LCL-672_P4_P1_P3_P1.2.1.1,Bals,7/3/23,7/2/23,185,60,2,8.9,62.5,14.8,58.2,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,38.6,8/5/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P2_P3.4.1.1,Nabo,7/5/23,7/4/23,223,83,2,6.5,59,13.5,51,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,35,8/10/23,NA,NA
Bals-JSG-RMM-LCL-548_P4_P1_P5_P1.1.1.1,Bals,7/3/23,7/2/23,202,70,3,8.2,60.8,14.4,59,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,48.3,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P1_P3.1.1.1,Dura,6/26/23,6/27/23,183,60,5,6.7,49.8,13,56.1,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,48.3,7/31/23,NA,NA
Zlux-G3_P3_P1_P1_P1.2.1.1,Zlux,7/5/23,7/2/23,193,73,2,8.9,72.2,14,52.7,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,33.9,8/10/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P2.3.1.1,Zdip,7/1/23,6/30/23,183,60,2,8.7,68,13.9,63.3,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,43.8,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P3_P2.4.1.1,Zdip,7/1/23,6/30/23,192,70,4,8,54,15.5,59.3,7/17/23,Zdip,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,2,44.2,8/5/23,NA,NA
Chal-JSG-JMHC-626_P4_P1_P5_P1.1.1.1,Chal,7/1/23,6/30/23,183,54,2,7.7,54.1,14.4,43.7,7/17/23,Chal,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,2,26.1,8/5/23,NA,NA
Bals-JLNCM-649_P4_P1_P1_P1.1.1.1,Bals,6/28/23,6/27/23,173,74,4,7.2,56.6,15.9,58.7,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,24.1,8/2/23,NA,NA
Hueh-H2_P4_P1_P2_P1.2.1.1,Hueh,7/5/23,7/2/23,173,63,2,8.7,59.5,14.7,65.7,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.8,8/10/23,NA,NA
Bals-JSG-RMM-LCL-483_P3_P1_P1_P1.1.1.1,Bals,7/4/23,7/4/23,192,80,2,8.6,65.7,13,57.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,54.1,8/7/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.4.1.1,Zdip,7/4/23,7/2/23,205,84,2,8.3,52.2,15.1,55.5,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,50.6,8/7/23,NA,NA
Zlux-G3_P3_P1_P4_P3.2.1.1,Zlux,7/3/23,6/30/23,164,60,3,7.7,66.4,12.4,61,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,30.2,8/5/23,NA,NA
Bals-JSG-LCL-676_P3_P1_P5_P1.2.1.1,Bals,7/1/23,6/29/23,185,63,2,7,68.1,14.4,54.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,36.3,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P5_P1.1.1.1,Dura,7/3/23,7/1/23,172,70,4,8.3,52,13.7,49.7,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,34.1,8/5/23,NA,NA
Zdip-CIM10003_P3_P1_P3_P3.4.1.1,Zdip,7/1/23,7/1/23,185,73,3,7.9,62,13.5,59.4,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,0,1/0/1900,NA,NA
Zdip-CIM10003_P2_P1_P4_P2.1.1.1,Zdip,7/1/23,6/30/23,165,60,4,8.7,61,14.2,54.4,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,37.4,8/5/23,NA,NA
Bals-JSG-Y-RMM-458_P1_P1_P4_P1.1.1.1,Bals,6/29/23,6/28/23,202,63,3,7.7,67.2,15,58.5,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,54.2,8/2/23,NA,NA
Zlux-G1_P1_P1_P2_P1.3.1.1,Zlux,7/3/23,7/3/23,191,70,2,7.4,55.5,14.5,57.7,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.1,8/5/23,NA,NA
Bals-JSG-RMM-LCL-524_P2_P1_P3_P1.1.1.1,Bals,6/28/23,6/27/23,174,60,2,7.1,56.1,13.5,52.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,35.4,8/2/23,NA,NA
Bals-JSG-Y-LOS-142_P2_P1_P3_P1.1.1.1,Bals,7/1/23,7/1/23,193,70,3,8.4,65.3,14.5,43.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,30.9,8/5/23,NA,NA
Bals-JSG-Y-RMM-457_P3_P1_P1_P2.2.1.1,Bals,7/6/23,7/6/23,213,90,2,7.5,53.2,13.4,56.2,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,47.1,8/10/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P5.3.1.1,Nabo,7/1/23,6/28/23,193,50,4,9.6,69.7,14,61.5,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,34.7,8/5/23,NA,NA
Mesa-JSG-RMM-LCL-473_P2_P1_P3_P1.2.1.1,Mesa,7/1/23,7/1/23,152,54,5,8.8,59.1,11.1,55.8,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,33.8,8/5/23,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P1_P2.2.1.1,Mesa,6/30/23,6/28/23,172,63,2,7.1,48.1,13.5,47.7,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,42.8,8/5/23,NA,NA
Bals-JACV-T-049_P2_P1_P3_P1.2.1.1,Bals,7/3/23,7/1/23,213,74,3,7.9,60.1,14.5,60.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,58.3,8/5/23,NA,NA
Bals-JSG-RMM-LCL-517_P2_P1_P2_P2.2.1.1,Bals,7/1/23,7/1/23,204,83,4,7.2,64.1,15.3,54.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,47,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P2_P2.1.1.1,Dura,7/1/23,6/30/23,192,63,4,8.7,75.2,12.4,57.7,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,38,8/5/23,NA,NA
B73,B73,7/4/23,7/2/23,186,65,2,6.9,55,14.1,55.1,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,29.1,8/7/23,NA,NA
Bals-JSG-Y-RMM-457_P3_P1_P2_P1.2.1.1,Bals,7/1/23,6/28/23,165,60,3,8.1,68.9,14.1,63.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,33.6,8/5/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P5_P1.2.1.1,Nabo,7/1/23,6/30/23,163,44,3,8.1,67,12.6,51,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,17.8,8/5/23,NA,NA
Zlux-G6_P4_P1_P1_P1.1.1.1,Zlux,7/5/23,7/4/23,154,53,2,6.1,50.8,13.5,46.7,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,34.7,8/10/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P4_P4.2.1.1,Dura,6/28/23,6/26/23,153,63,3,6.1,47.6,11.7,51.3,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,8.9,8/2/23,NA,NA
Chal-CIM11400_P2_P1_P2_P1.1.1.1,Chal,7/2/23,7/1/23,174,53,2,8.8,67,14.1,55.2,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,46.5,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P5_P3.2.1.1,Dura,6/28/23,6/28/23,174,50,2,8.1,68.8,13.4,51.1,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,43.8,8/1/23,NA,NA
Bals-JLHNM-664_P3_P1_P2_P1.1.1.1,Bals,7/2/23,7/3/23,193,83,3,7.2,54.6,14.2,50.5,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,45.2,8/5/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P3_P3.5.1.1,Zdip,7/9/23,7/9/23,143,53,3,7.7,59.1,11.5,56.4,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,0,1/0/1900,NA,NA
Bals-JSG-RMM-LCL-539_P3_P1_P1_P1.1.1.1,Bals,6/30/23,6/29/23,153,53,3,8.2,64.8,13.1,53.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,Y,NA,NA,2,27,8/5/23,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P2_P1.2.1.1,Bals,7/1/23,6/30/23,161,63,2,6.8,56.9,13.6,49.7,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,9.2,8/5/23,NA,NA
Purple Check,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Check,1/0/1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bals-JSG-LCL-672_P4_P1_P4_P1.1.1.1,Bals,7/3/23,7/3/23,195,73,3,7.6,53.4,14,61.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,49.7,8/5/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P2.2.1.1,Nabo,7/1/23,6/30/23,193,63,2,7.7,53.5,14.4,58.6,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,0,1/0/1900,NA,NA
Hueh-H1_P3_P1_P1_P1.2.1.1,Hueh,7/4/23,7/4/23,163,44,2,7.9,63,13.7,56.9,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,26.8,8/7/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P5_P2.2.1.1,Nabo,6/30/23,6/29/23,210,100,2,7.3,53.1,14,47.2,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,35.5,8/5/23,NA,NA
Bals-JLNCM-649_P4_P1_P4_P1.1.1.1,Bals,7/4/23,7/4/23,195,63,2,7.4,58,13.8,55.3,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,30,8/7/23,NA,NA
B73,B73,7/3/23,7/2/23,173,64,3,7.7,59.5,13.5,58.2,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,44,8/5/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P5_P2.4.1.1,Nabo,7/2/23,7/1/23,174,63,4,7.7,60.6,12.7,56.8,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,Y,NA,NA,2,49,8/5/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P3_P1.3.1.1,Nabo,7/2/23,6/30/23,184,80,2,6.7,66,15.8,55.8,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,55.2,8/5/23,NA,NA
Bals-JLHNM-661_P2_P2_P4_P1.2.1.1,Bals,7/1/23,6/30/23,192,84,3,7.3,61.4,14.5,59.8,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,2.8,8/5/23,NA,NA
Chal-JSG-LCL-559_P2_P1_P1_P2.2.1.1,Chal,7/3/23,6/30/23,185,68,2,8.4,64.4,14.5,62.2,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,58.5,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P2_P1.1.1.1,Dura,6/26/23,6/26/23,167,53,4,8.4,62.6,13,53.9,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,32.1,7/31/23,NA,NA
Bals-JLNCM-649_P4_P1_P2_P1.1.1.1,Bals,7/2/23,7/1/23,213,73,2,7.6,63.2,14.6,54.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,42.1,8/5/23,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P3_P2.1.1.1,Bals,7/1/23,6/30/23,172,52,2,7.6,58,14.1,58.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,51.3,8/5/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.2.1.1,Zdip,7/1/23,7/1/23,172,63,2,8.9,55.1,12.9,56.5,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,41.6,8/5/23,NA,NA
Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.2.1.1,Zdip,7/5/23,7/4/23,194,70,3,5.4,68.5,13.5,60.4,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,30.8,8/10/23,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P1_P2.1.1.1,Chal,7/1/23,6/29/23,194,63,2,8.5,62.5,14.7,61.5,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,Y,NA,NA,2,37.7,8/5/23,NA,NA
Mesa-JSG-Y-RMM-447_P4_P1_P4_P1.1.1.1,Mesa,7/1/23,7/1/23,193,73,2,7.1,53.4,13.6,58.1,7/17/23,Mesa,segregating for senescence ,in FB (pickles),N,N,N,NA,NA,1,0,1/0/1900,NA,NA
Hueh-H2_P4_P1_P5_P2.2.1.1,Hueh,7/7/23,7/4/23,223,93,2,7.9,73.4,16.2,61.5,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,36.5,8/10/23,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P4_P1.1.1.1,Bals,6/28/23,6/30/23,172,62,3,9,59,13.2,57.3,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,46.6,8/1/23,NA,NA
Bals-RMM-11_P2_P1_P3_P2.2.1.1,Bals,7/3/23,7/2/23,184,62,3,7.5,58.5,13,59.1,7/17/23,Bals,1/0/1900,NA,N,N,Y,NA,NA,1,42.2,8/5/23,NA,NA
Zlux-FAC--P-87_P1_P1_P1_P2.3.1.1,Zlux,6/30/23,6/29/23,154,50,3,7.7,65.6,12.9,59.1,7/17/23,Zlux,1/0/1900,NA,N,N,N,NA,NA,0,28.5,8/5/23,NA,NA
Zdip-CIM10003_P3_P1_P4_P3.1.1.1,Zdip,7/1/23,6/30/23,200,81,2,8,59.4,14,55,7/17/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,0,38.5,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P1_P1.1.1.1,Dura,6/30/23,6/28/23,173,60,2,8.3,61.5,11.9,59,7/17/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,7.3,8/5/23,NA,NA
Bals-JSG-RMM-LCL-524_P2_P1_P1_P1.2.1.1,Bals,6/29/23,6/28/23,144,54,2,6.6,50.5,13.6,38.8,7/17/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,21.2,8/2/23,NA,NA
Zdip-CIM10003_P2_P1_P2_P2.1.1.1,Zdip,7/1/23,6/28/23,183,54,1,6.7,50.1,14.5,48.4,7/17/23,Zdip,1/0/1900,NA,N,N,Y,NA,NA,1,4.2,8/5/23,NA,NA
B73,B73,7/2/23,6/30/23,164,54,2,8.6,65.2,12.9,53.5,7/17/23,B73,1/0/1900,NA,N,N,N,NA,NA,2,44.3,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P2_P4.1.1.1,Dura,6/28/23,6/28/23,173,73,3,8.6,55.2,12.1,63,7/17/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,42.3,8/1/23,NA,NA
Mesa-JSG-427_P2_P1_P3_P2.2.1.1,Mesa,6/28/23,6/28/23,151,52,4,7.6,58.1,12,57,7/17/23,Mesa,1/0/1900,NA,N,N,Y,NA,NA,1,39.9,8/1/23,NA,NA
Bals-JSG-LCL-672_P4_P1_P5_P1.1.1.1,Bals,6/30/23,6/28/23,183,73,3,8.4,57.6,15,53.9,7/17/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,36.4,8/5/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P3_P1.3.1.1,Zdip,6/28/23,6/27/23,165,63,2,8.2,63.9,14.2,53.8,7/17/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,39.6,8/1/23,NA,NA
Zdip-CIM10003_P2_P1_P1_P2.1.1.1,Zdip,6/28/23,6/28/23,153,53,3,8.6,59.2,13,43.6,7/17/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,5.9,8/1/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P3_P4.1.1.1,Dura,6/28/23,6/29/23,173,74,3,7.7,53,13.5,56.6,7/17/23,Dura,1/0/1900,in FB (jericho),N,N,Y,NA,NA,0,46.3,8/1/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P5_P4.3.1.1,Nabo,6/24/23,6/25/23,134,40,4,7.9,56.6,12,59.3,7/17/23,Nabo,1/0/1900,in FB (jericho),N,N,N,NA,NA,0,NA,1/0/1900,NA,NA
B73,B73,7/2/23,6/30/23,184,74,2,8.2,58.1,14.2,60.7,7/17/23,B73,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,39.9,8/5/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P2_P1.1.1.1,Nabo,7/4/23,7/3/23,191,73,5,8.7,67.3,15.2,57.8,7/17/23,Nabo,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,29.8,8/7/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P4_P2.2.1.1,Zdip,7/2/23,7/2/23,183,73,3,7.2,53.6,16,56.2,7/17/23,Zdip,1/0/1900,in FB (jericho),N,N,N,NA,NA,0,26.6,8/5/23,NA,NA
Bals-DMA-2008-1_P3_P1_P5_P1.1.1.1,Bals,7/3/23,7/2/23,172,70,2,7.6,66.6,14.3,52.9,7/17/23,Bals,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,39.2,8/5/23,NA,NA
Zlux-G7_P2_P1_P2_P1.2.1.1,Zlux,7/1/23,6/30/23,170,70,4,6.4,46.2,14.1,57.2,7/17/23,Zlux,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,43.2,8/5/23,NA,NA
Zlux-FAC--P-87_P1_P1_P1_P2.4.1.1,Zlux,7/4/23,7/5/23,194,73,2,6.7,54.5,16.1,58.5,7/17/23,Zlux,1/0/1900,in FB (jericho),N,N,N,NA,NA,2,43.3,8/7/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P1_P4.3.1.1,Dura,7/2/23,7/2/23,183,83,3,6.3,49.2,15.2,54.1,7/17/23,Dura,1/0/1900,in FB (jericho),N,N,N,NA,NA,0,41.3,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P5_P4.4.1.1,Zdip,7/1/23,6/30/23,172,60,3,9.1,69.5,13.7,61.1,7/17/23,Zdip,1/0/1900,in FB (jericho),N,N,N,NA,NA,2,16,8/5/23,NA,NA
Mesa-JSG-Y-LOS-75_P1_P1_P1_P1.3.1.1,Mesa,7/1/23,6/30/23,183,53,3,8.6,65.5,13.5,57.3,7/17/23,Mesa,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,33.6,8/5/23,NA,NA
Bals-JACV-T-082_P2_P1_P4_P1.1.1.1,Bals,7/3/23,7/1/23,201,63,2,8.8,59.1,13.4,54.2,7/17/23,Bals,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,37.5,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P3_P3.1.1.1,Dura,7/6/23,7/6/23,124,33,3,5.1,48.5,11.7,52.8,7/17/23,Dura,1/0/1900,in FB (jericho),N,N,N,NA,NA,1,23.3,8/10/23,NA,NA
