accession_id	phenotype_value
PN4_SID381	179.5
PN4_SID382	162.666666666667
PN4_SID383	165
PN4_SID384	192.333333333333
PN5_SID390	179
PN5_SID402	156.333333333333
PN5_SID404	181.5
PN9_SID804	163.666666666667
PN9_SID805	215.666666666667
PN9_SID806	187.666666666667
PN9_SID808	194
PN9_SID809	171
PN9_SID810	216.333333333333
PN9_SID811	209.333333333333
PN9_SID812	184.5
PN9_SID813	204
PN9_SID815	199.5
PN9_SID817	188.333333333333
PN9_SID818	170
PN9_SID819	200
PN9_SID820	159.333333333333
PN9_SID821	179
PN9_SID822	216
PN9_SID823	197
PN9_SID824	195.666666666667
PN9_SID826	205.333333333333
PN9_SID827	184
PN9_SID828	194.333333333333
PN9_SID829	177.666666666667
PN9_SID831	196.666666666667
PN9_SID832	207.333333333333
PN9_SID833	201.333333333333
PN9_SID834	198.333333333333
PN9_SID835	183.333333333333
PN9_SID836	210
PN9_SID837	198.333333333333
PN9_SID839	197.5
PN9_SID840	172.5
PN9_SID841	198
PN9_SID842	202.5
PN9_SID843	182.333333333333
PN9_SID844	192
PN9_SID846	161.666666666667
PN9_SID847	196.333333333333
PN9_SID848	193.666666666667
PN9_SID849	174.333333333333
PN9_SID850	183.5
PN9_SID851	189.333333333333
PN9_SID853	223.666666666667
PN9_SID854	204.333333333333
PN9_SID855	185.666666666667
PN9_SID856	168.666666666667
PN9_SID857	166
PN9_SID858	220.666666666667
PN9_SID859	169.5
PN9_SID860	204.666666666667
PN9_SID861	185.666666666667
PN9_SID862	185
PN9_SID863	196.666666666667
PN9_SID864	186.333333333333
PN10_SID866	183
PN16_SID1509	146
PN16_SID1510	201.5
PN16_SID1512	149
PN16_SID1513	181
PN16_SID1514	195.333333333333
PN16_SID1515	161.666666666667
PN16_SID1516	183
PN16_SID1517	179.666666666667
PN16_SID1518	179.333333333333
PN16_SID1519	191
PN16_SID1520	178.666666666667
PN16_SID1521	200.333333333333
PN3_SID214	178.571428571429
PN3_SID215	178.571428571429
PN3_SID218	178.571428571429
PN3_SID219	199.666666666667
PN3_SID216	171.333333333333
PN17_SID1628	221.666666666667
PN17_SID1630	182.333333333333
PN17_SID1631	174.5
PN17_SID1629	185.333333333333
PN17_SID1632	189.666666666667
PN17_SID1626	177.5
PN17_SID1627	185
PN17_SID1550	166
PN17_SID1551	174.666666666667
PN17_SID1552	168.333333333333
PN17_SID1553	204
PN17_SID1554	188
PN17_SID1555	158.666666666667
PN17_SID1556	200
PN17_SID1557	156
PN17_SID1558	189.666666666667
PN17_SID1559	165
PN16_SID1536	202.333333333333
PN17_SID1572	183
PN17_SID1573	197.333333333333
PN17_SID1575	197
PN17_SID1576	186
PN17_SID1577	157
PN17_SID1578	168.666666666667
PN17_SID1579	175.666666666667
PN17_SID1580	176.666666666667
PN17_SID1581	191.333333333333
PN17_SID1582	213.5
PN4_SID341	173.333333333333
PN4_SID342	202.666666666667
PN4_SID343	195
PN4_SID344	188.333333333333
PN4_SID345	183.333333333333
PN4_SID346	199
PN4_SID347	178.666666666667
PN4_SID348	158
PN4_SID349	164.333333333333
PN4_SID350	175
PN4_SID351	165
PN17_SID1583	180
PN17_SID1584	197.666666666667
PN17_SID1585	162.333333333333
PN17_SID1586	170
PN17_SID1587	198.333333333333
PN17_SID1589	177.666666666667
PN17_SID1590	170
PN16_SID1499	168
PN16_SID1500	154
PN16_SID1501	193.5
PN16_SID1502	170
PN16_SID1503	202.666666666667
PN16_SID1504	167.5
PN16_SID1505	201.666666666667
PN16_SID1506	165
PN16_SID1507	214.5
PN16_SID1508	191
PN17_SID1560	188.5
PN17_SID1561	194
PN17_SID1562	168.333333333333
PN17_SID1563	194.666666666667
PN17_SID1564	182
PN17_SID1565	175.666666666667
PN17_SID1566	191.333333333333
PN17_SID1567	182.333333333333
PN17_SID1568	197.666666666667
PN17_SID1569	201.666666666667
PN17_SID1570	189.666666666667
PN17_SID1571	179.333333333333
PN6_SID506	174
PN6_SID507	183.666666666667
PN6_SID508	183.333333333333
PN6_SID509	164
PN6_SID510	162
PN6_SID511	182
PN6_SID512	162.333333333333
PN6_SID513	192.333333333333
PN6_SID514	176
PN6_SID516	180.666666666667
PN6_SID517	187.666666666667
PN6_SID518	179
PN6_SID520	256
PN6_SID521	185
PN6_SID522	173.5
PN17_SID1591	159.5
PN17_SID1592	192.666666666667
PN17_SID1593	198
PN17_SID1594	168
PN17_SID1596	183.5
PN17_SID1597	180.333333333333
PN17_SID1598	178.333333333333
PN17_SID1599	168.5
PN17_SID1600	173.5
PN17_SID1601	176
PN17_SID1608	223
PN17_SID1609	184.5
PN17_SID1610	162.333333333333
PN17_SID1611	165
PN17_SID1613	167.666666666667
PN17_SID1614	169.333333333333
PN17_SID1615	159.666666666667
PN17_SID1603	203
PN17_SID1604	168.666666666667
PN17_SID1605	193
PN17_SID1606	190.5
PN17_SID1607	188.333333333333
PN17_SID1616	201
PN17_SID1617	196
PN17_SID1618	196
PN17_SID1574	216.333333333333
PN17_SID1619	225.5
PN17_SID1620	139
PN17_SID1621	134.333333333333
PN17_SID1623	185.666666666667
PN17_SID1624	179.666666666667
PN17_SID1625	201.666666666667
PN16_SID1522	169.333333333333
PN16_SID1523	169.333333333333
PN16_SID1524	205.333333333333
PN16_SID1525	186.5
PN16_SID1526	190
PN16_SID1527	189.666666666667
PN16_SID1528	204.666666666667
PN16_SID1529	191
PN16_SID1530	196
PN16_SID1531	187
PN16_SID1532	172
PN16_SID1533	197.666666666667
PN16_SID1534	172.333333333333
PN16_SID1535	177.666666666667
PN7_SID630	180.666666666667
PN7_SID631	197.666666666667
PN7_SID632	154.333333333333
PN7_SID633	178.666666666667
PN7_SID634	195.5
PN7_SID635	168.666666666667
PN7_SID636	186.333333333333
PN7_SID637	231.666666666667
PN7_SID639	194
PN7_SID640	171.5
PN7_SID641	178.5
PN7_SID642	147.333333333333
PN7_SID643	161
PN7_SID644	199.666666666667
PN7_SID645	174.333333333333
PN7_SID646	173.333333333333
PN7_SID647	135.5
PN7_SID648	186.666666666667
PN7_SID649	177.5
PN7_SID650	193
PN7_SID651	167.666666666667
PN7_SID652	176.5
PN7_SID653	175
PN7_SID654	176.666666666667
PN7_SID655	146
PN7_SID656	166.666666666667
PN7_SID657	199.333333333333
PN7_SID658	167.333333333333
PN7_SID659	183
PN7_SID660	183.333333333333
PN7_SID662	192.666666666667
PN7_SID663	210.333333333333
PN7_SID664	205.333333333333
PN7_SID665	181
PN7_SID666	186.5
PN7_SID667	187.333333333333
PN7_SID668	179
PN7_SID669	198
PN7_SID670	171.666666666667
PN7_SID671	178
PN7_SID672	167.5
PN8_SID673	178.666666666667
PN8_SID694	196.5
PN8_SID697	189.5
PN8_SID698	188
PN8_SID699	184
PN8_SID700	180.5
PN8_SID701	183.333333333333
PN8_SID702	218
PN8_SID703	169
PN8_SID705	213
PN8_SID706	182.666666666667
PN8_SID707	199.666666666667
PN8_SID708	203.666666666667
PN8_SID709	216.666666666667
PN8_SID710	165.666666666667
PN8_SID711	181.666666666667
PN8_SID712	157.333333333333
PN8_SID713	161.5
PN8_SID714	215.5
PN8_SID715	191.333333333333
PN8_SID716	181
PN8_SID717	184.5
PN8_SID718	196.666666666667
PN8_SID719	236
PN8_SID720	191.333333333333
PN8_SID721	190.666666666667
PN8_SID722	186.666666666667
PN8_SID723	186.333333333333
PN8_SID724	159.666666666667
PN8_SID726	191.666666666667
PN8_SID727	186
PN8_SID728	205.666666666667
PN8_SID729	172.5
PN8_SID730	169
PN8_SID731	174
PN8_SID733	192.333333333333
PN8_SID734	210.666666666667
PN8_SID735	155.333333333333
PN8_SID737	191
PN8_SID738	178.666666666667
PN8_SID741	205
PN8_SID742	169.333333333333
PN8_SID743	201.5
PN8_SID744	165.666666666667
PN8_SID745	171.333333333333
PN8_SID746	174.666666666667
PN8_SID747	191.666666666667
PN8_SID748	200.333333333333
PN8_SID749	161
PN8_SID750	173.333333333333
PN8_SID752	119
PN8_SID753	193.333333333333
PN8_SID754	185
PN8_SID755	171.333333333333
PN8_SID756	190.666666666667
PN8_SID758	174
PN8_SID759	156.666666666667
PN8_SID760	197.666666666667
PN8_SID761	142
PN8_SID762	155.666666666667
PN8_SID763	187
PN8_SID764	178
PN8_SID765	198
PN8_SID767	180.666666666667
PN8_SID768	162.5
PN9_SID769	166.333333333333
PN9_SID770	169.666666666667
PN9_SID771	197
PN9_SID777	183.666666666667
PN9_SID778	170.333333333333
PN14_SID1267	184.5
PN14_SID1268	202.666666666667
PN14_SID1269	184.666666666667
PN14_SID1270	158.333333333333
PN14_SID1271	195.333333333333
PN14_SID1272	185.333333333333
PN14_SID1273	204.333333333333
PN14_SID1274	161
PN14_SID1275	170.333333333333
PN14_SID1276	216
PN14_SID1277	199.666666666667
PN14_SID1278	179.333333333333
PN14_SID1279	189
PN14_SID1280	154
PN14_SID1281	175
PN14_SID1282	134
PN14_SID1283	161.333333333333
PN14_SID1284	185
PN14_SID1285	204.333333333333
PN14_SID1286	152
PN14_SID1287	176
PN14_SID1288	158
PN14_SID1289	133.666666666667
PN14_SID1290	163
PN14_SID1291	190.333333333333
PN14_SID1292	191
PN14_SID1293	169.333333333333
PN14_SID1294	156.666666666667
PN14_SID1295	183.666666666667
PN14_SID1296	181
PN14_SID1297	172
PN14_SID1298	174
PN14_SID1299	180.666666666667
PN14_SID1300	199
PN14_SID1301	175
PN14_SID1302	170.5
PN14_SID1303	173
PN14_SID1304	213.5
PN14_SID1305	177.666666666667
PN14_SID1306	191.333333333333
PN14_SID1307	201
PN14_SID1308	197
PN14_SID1309	172.666666666667
PN14_SID1310	198
PN14_SID1311	173.333333333333
PN14_SID1312	138.666666666667
PN14_SID1313	194.333333333333
PN14_SID1314	174.666666666667
PN14_SID1315	177.333333333333
PN14_SID1316	203
PN14_SID1317	211
PN14_SID1318	171.333333333333
PN14_SID1319	227
PN14_SID1320	184
PN14_SID1321	176
PN14_SID1322	181.666666666667
PN14_SID1323	203.666666666667
PN14_SID1324	145.333333333333
PN14_SID1325	192.333333333333
PN14_SID1326	182.666666666667
PN14_SID1327	156.333333333333
PN14_SID1328	203.666666666667
PN14_SID1329	219.333333333333
PN14_SID1330	181.666666666667
PN14_SID1331	170.333333333333
PN14_SID1332	192.333333333333
PN14_SID1333	179.333333333333
PN14_SID1334	170
PN14_SID1336	191.666666666667
PN14_SID1337	176.333333333333
PN14_SID1338	180.333333333333
PN14_SID1339	228.333333333333
PN14_SID1340	183.666666666667
PN14_SID1341	154.333333333333
PN14_SID1342	187.333333333333
PN14_SID1343	191.5
PN14_SID1344	193
PN6_SID523	178.666666666667
PN6_SID524	183.5
PN6_SID525	188
PN6_SID526	237
PN6_SID527	192
PN6_SID528	149.333333333333
PN6_SID529	167.333333333333
PN6_SID531	186
PN6_SID532	171.666666666667
PN6_SID533	201
PN6_SID534	176.666666666667
PN6_SID535	177.333333333333
PN6_SID537	156.666666666667
PN6_SID539	103.333333333333
PN6_SID540	196.666666666667
PN6_SID541	187
PN6_SID542	184.333333333333
PN6_SID543	174.666666666667
PN6_SID544	201.666666666667
PN6_SID545	195.5
PN6_SID546	169.333333333333
PN6_SID548	183.666666666667
PN6_SID549	161.333333333333
PN6_SID551	172.666666666667
PN6_SID552	178.5
PN6_SID553	211.666666666667
PN6_SID554	199
PN6_SID555	156.666666666667
PN6_SID556	205.333333333333
PN6_SID557	199
PN6_SID558	187.5
PN6_SID559	184.5
PN6_SID560	186.5
PN6_SID561	199
PN6_SID562	181
PN6_SID563	155
PN6_SID564	178
PN6_SID565	188.333333333333
PN6_SID566	139
PN6_SID567	175
PN6_SID568	191.5
PN6_SID569	186.333333333333
PN6_SID570	183
PN6_SID571	180.333333333333
PN6_SID572	157
PN6_SID573	191.333333333333
PN6_SID574	199.5
PN6_SID575	182
PN7_SID577	168.666666666667
PN7_SID578	199.666666666667
PN7_SID579	202
PN7_SID582	200.333333333333
PN7_SID605	182
PN7_SID606	198
PN7_SID607	194.333333333333
PN7_SID608	195
PN7_SID609	186
PN7_SID610	178.333333333333
PN7_SID612	172.666666666667
PN7_SID613	196
PN7_SID614	189.333333333333
PN7_SID616	210.333333333333
PN7_SID617	159.333333333333
PN7_SID618	185.333333333333
PN7_SID619	188.333333333333
PN7_SID620	175.333333333333
PN7_SID621	169.333333333333
PN7_SID622	177.666666666667
PN7_SID623	144.666666666667
PN7_SID624	194.666666666667
PN7_SID625	174.333333333333
PN7_SID626	215
PN7_SID627	205.333333333333
PN7_SID628	188
PN7_SID629	153
PN13_SID1199	193
PN13_SID1200	195.666666666667
PN13_SID1201	230.333333333333
PN13_SID1202	207.333333333333
PN13_SID1203	118
PN13_SID1204	185
PN13_SID1205	169.333333333333
PN13_SID1206	202
PN13_SID1207	138
PN13_SID1208	171.666666666667
PN13_SID1210	158
PN13_SID1211	186
PN13_SID1212	178
PN13_SID1213	183
PN13_SID1214	190
PN13_SID1215	207
PN13_SID1216	243
PN13_SID1217	247.333333333333
PN13_SID1218	216.333333333333
PN13_SID1219	184
PN13_SID1220	177.5
PN13_SID1221	171
PN13_SID1222	188.333333333333
PN13_SID1223	178.333333333333
PN13_SID1224	184.333333333333
PN13_SID1226	180
PN13_SID1227	183.5
PN13_SID1228	153.666666666667
PN13_SID1229	206
PN13_SID1230	201.333333333333
PN13_SID1231	185
PN13_SID1232	193.5
PN13_SID1233	176
PN13_SID1234	178
PN13_SID1235	181.333333333333
PN13_SID1237	155
PN13_SID1238	176.333333333333
PN13_SID1240	229
PN13_SID1241	183.333333333333
PN13_SID1242	174
PN13_SID1243	167.5
PN13_SID1246	183
PN13_SID1247	194.5
PN13_SID1248	221.333333333333
PN14_SID1260	195
PN14_SID1261	184
PN14_SID1262	185.333333333333
PN14_SID1263	183
PN14_SID1264	165.666666666667
PN14_SID1265	172.333333333333
PN14_SID1266	186
PN9_SID779	185
PN9_SID780	182
PN9_SID781	214.666666666667
PN9_SID782	191.666666666667
PN9_SID785	158
PN9_SID786	191.666666666667
PN9_SID787	188.333333333333
PN9_SID788	178
PN9_SID789	184.666666666667
PN9_SID790	190
PN9_SID791	172.333333333333
PN9_SID792	203.666666666667
PN9_SID793	183.666666666667
PN9_SID794	161.333333333333
PN9_SID795	177
PN9_SID796	177.666666666667
PN9_SID797	174
PN9_SID798	188
PN9_SID799	174
PN9_SID800	180.666666666667
PN9_SID801	165
PN9_SID802	200.333333333333
PN9_SID803	214
PN10_SID897	151.666666666667
PN10_SID898	183
PN10_SID899	183
PN10_SID900	217
PN10_SID901	209
PN10_SID902	188.666666666667
PN10_SID903	199
PN10_SID904	NA
PN10_SID905	182
PN10_SID906	195.5
PN10_SID907	198.333333333333
PN10_SID908	198.666666666667
PN10_SID909	177.5
PN10_SID911	169
PN10_SID912	161
PN10_SID914	214.333333333333
PN10_SID915	190
PN10_SID916	202
PN10_SID917	177.333333333333
PN10_SID918	175
PN10_SID919	193.666666666667
PN10_SID920	210
PN10_SID921	163.333333333333
PN10_SID922	173.333333333333
PN10_SID923	175
PN10_SID924	175.666666666667
PN10_SID925	179.666666666667
PN10_SID926	163
PN10_SID927	159.5
PN10_SID928	182.333333333333
PN10_SID929	191
PN10_SID930	171.666666666667
PN10_SID931	194.333333333333
PN10_SID932	203
PN10_SID933	193.5
PN10_SID934	156.666666666667
PN10_SID935	195.666666666667
PN10_SID936	194
PN10_SID937	199.666666666667
PN10_SID938	187.333333333333
PN10_SID939	174.333333333333
PN10_SID940	197.666666666667
PN10_SID941	221.666666666667
PN10_SID943	170
PN10_SID944	171.333333333333
PN10_SID945	182
PN10_SID946	182
PN10_SID947	156.666666666667
PN10_SID948	180
PN10_SID949	184
PN10_SID950	175.666666666667
PN10_SID952	185.666666666667
PN10_SID953	200.666666666667
PN10_SID954	183.333333333333
PN10_SID955	207.5
PN10_SID956	NA
PN10_SID957	175
PN10_SID959	203
PN10_SID960	187
PN11_SID961	216.333333333333
PN11_SID962	213
PN11_SID963	194
PN11_SID964	170
PN11_SID965	191.5
PN11_SID966	190
PN11_SID967	209
PN11_SID968	188.666666666667
PN11_SID969	187.666666666667
PN11_SID970	202
PN11_SID971	161.333333333333
PN11_SID972	215.333333333333
PN11_SID974	168
PN11_SID975	183
PN11_SID976	153
PN11_SID977	177
PN11_SID978	209.333333333333
PN11_SID979	187
PN11_SID980	180
PN11_SID981	NA
PN11_SID982	191.5
PN11_SID983	189.333333333333
PN11_SID984	198.666666666667
PN11_SID985	182.666666666667
PN11_SID986	191.333333333333
PN11_SID987	169
PN11_SID988	185.333333333333
PN11_SID989	178
PN11_SID990	190.333333333333
PN11_SID991	197.333333333333
PN11_SID992	179
