accession_id	phenotype_value
PN11_SID1034	67.6666666666667
PN11_SID1035	76.3333333333333
PN11_SID1036	75.5
PN11_SID1037	73.5
PN11_SID1038	68
PN11_SID1039	56.5
PN11_SID1040	72
PN11_SID1041	49.3333333333333
PN15_SID1363	60
PN11_SID1042	64.6666666666667
PN11_SID1043	57.3333333333333
PN11_SID1044	63
PN11_SID1045	84
PN11_SID1046	61.5
PN11_SID1047	52
PN11_SID1048	63
PN11_SID1049	85.6666666666667
PN11_SID1050	91.3333333333333
PN11_SID1051	75
PN11_SID1052	64.3333333333333
PN11_SID1053	76
PN11_SID1021	73
PN11_SID1023	77
PN11_SID1024	81
PN11_SID1025	56
PN11_SID1026	55
PN11_SID1027	60.6666666666667
PN16_SID1488	74.6666666666667
PN16_SID1489	72.5
PN16_SID1490	84
PN16_SID1491	77.3333333333333
PN16_SID1492	83
PN16_SID1493	51.6666666666667
PN16_SID1494	55.6666666666667
PN16_SID1495	70.6666666666667
PN16_SID1496	NA
PN16_SID1497	65
PN12_SID1120	65
PN12_SID1121	81.3333333333333
PN12_SID1122	75
PN12_SID1123	62.5
PN12_SID1124	75.5
PN13_SID1176	108
PN13_SID1177	66.6666666666667
PN13_SID1178	77.3333333333333
PN13_SID1179	64
PN13_SID1180	67.6666666666667
PN13_SID1181	77.6666666666667
PN13_SID1182	82
PN13_SID1183	83.3333333333333
PN13_SID1184	74.3333333333333
PN13_SID1185	71.3333333333333
PN13_SID1186	65
PN13_SID1187	45
PN13_SID1188	50.3333333333333
PN13_SID1189	52
PN12_SID1125	64
PN12_SID1126	85.3333333333333
PN12_SID1127	59
PN12_SID1128	56.6666666666667
PN12_SID1129	97
PN12_SID1130	75
PN12_SID1131	93
PN12_SID1132	84
PN12_SID1133	78.6666666666667
PN12_SID1134	75.6666666666667
PN12_SID1135	62
PN12_SID1136	59.5
PN12_SID1065	48.3333333333333
PN12_SID1067	78.6666666666667
PN12_SID1069	61
PN12_SID1070	88.6666666666667
PN12_SID1071	65
PN12_SID1072	61
PN12_SID1073	54
PN12_SID1074	44.5
PN12_SID1075	66
PN12_SID1076	61
PN12_SID1077	67
PN12_SID1078	63.5
PN10_SID883	90.3333333333333
PN10_SID884	69.3333333333333
PN10_SID885	71.5
PN10_SID886	77
PN10_SID887	62.3333333333333
PN10_SID888	56.5
PN10_SID889	87.5
PN10_SID890	67
PN10_SID891	95.5
PN10_SID892	62
PN10_SID894	72
PN10_SID895	88.3333333333333
PN10_SID896	66.3333333333333
PN10_SID876	58
PN10_SID877	77.6666666666667
PN10_SID878	94
PN10_SID879	87.6666666666667
PN10_SID880	61.6666666666667
PN10_SID881	78.6666666666667
PN10_SID882	56.3333333333333
PN11_SID1007	85.3333333333333
PN11_SID1008	85.6666666666667
PN11_SID1009	74.3333333333333
PN11_SID1010	79.3333333333333
PN11_SID1011	81
PN11_SID1012	84.3333333333333
PN11_SID1013	71.3333333333333
PN11_SID1014	65.3333333333333
PN11_SID1015	66.6666666666667
PN11_SID1016	63.75
PN11_SID1018	63.75
PN11_SID1020	63.75
PN11_SID1017	77.8333333333333
PN11_SID1019	77.8333333333333
PN13_SID1163	77.3333333333333
PN13_SID1164	71
PN13_SID1165	90
PN13_SID1166	89.3333333333333
PN13_SID1167	60.3333333333333
PN13_SID1168	56.3333333333333
PN13_SID1169	67.6666666666667
PN13_SID1170	76.6666666666667
PN13_SID1171	86.3333333333333
PN13_SID1172	73.6666666666667
PN13_SID1173	78
PN13_SID1174	58
PN13_SID1175	69.3333333333333
PN12_SID1149	72.6666666666667
PN12_SID1150	77.6666666666667
PN12_SID1151	87
PN12_SID1152	74.3333333333333
PN13_SID1161	73
PN12_SID1079	67.2
PN12_SID1082	67.2
PN12_SID1080	87
PN12_SID1083	47
PN12_SID1084	82.3333333333333
PN12_SID1081	67.6666666666667
PN12_SID1085	67.6666666666667
PN12_SID1086	69
PN12_SID1087	81.6666666666667
PN12_SID1089	82.3333333333333
PN12_SID1090	66.5
PN4_SID310	83
PN4_SID311	67.6666666666667
PN4_SID313	60
PN4_SID314	78
PN4_SID315	80
PN4_SID316	68
PN4_SID317	62
PN4_SID318	82
PN3_SID238	55.6666666666667
PN3_SID239	65
PN3_SID240	100.666666666667
PN3_SID241	56
PN3_SID242	72.3333333333333
PN3_SID243	95.3333333333333
PN3_SID245	69.3333333333333
PN3_SID246	80.3333333333333
PN3_SID247	63.6666666666667
PN3_SID248	60
PN3_SID249	57.3333333333333
PN3_SID250	62.3333333333333
PN3_SID251	75.6666666666667
PN3_SID252	62.6666666666667
PN3_SID253	69.3333333333333
PN3_SID254	81.3333333333333
PN3_SID220	55
PN3_SID221	53.6666666666667
PN3_SID222	85.3333333333333
PN3_SID223	71.3333333333333
PN3_SID225	47.3333333333333
PN3_SID226	72.3333333333333
PN3_SID227	79
PN3_SID228	63
PN3_SID229	61.3333333333333
PN3_SID230	76
PN3_SID231	60.6666666666667
PN3_SID232	40.6666666666667
PN3_SID233	65
PN3_SID234	67
PN3_SID235	66.3333333333333
PN3_SID237	77.3333333333333
PN3_SID278	44.6666666666667
PN3_SID280	81.6666666666667
PN3_SID281	67.6666666666667
PN3_SID282	65.5
PN3_SID283	71
PN3_SID285	81
PN3_SID286	67.3333333333333
PN3_SID287	78.3333333333333
PN3_SID288	54.3333333333333
PN4_SID333	62.6666666666667
PN4_SID334	56.3333333333333
PN4_SID336	70.6666666666667
PN4_SID337	70
PN4_SID339	68.6666666666667
PN4_SID340	57.6666666666667
PN3_SID256	82.5
PN3_SID257	88.3333333333333
PN3_SID258	85
PN3_SID259	61.6666666666667
PN3_SID260	52.5
PN3_SID261	72
PN3_SID262	60
PN3_SID263	51.6666666666667
PN4_SID294	64
PN4_SID319	67
PN4_SID320	75
PN4_SID321	59.5
PN4_SID322	68.3333333333333
PN4_SID323	65.6666666666667
PN4_SID324	89.3333333333333
PN4_SID325	64.3333333333333
PN4_SID328	50.3333333333333
PN4_SID329	63.3333333333333
PN4_SID331	62.6666666666667
PN4_SID332	69
PN3_SID264	74
PN3_SID265	57.5
PN3_SID266	65
PN3_SID267	71
PN3_SID268	63.5
PN3_SID269	60.6666666666667
PN3_SID270	48.5
PN3_SID271	68
PN3_SID272	66.3333333333333
PN3_SID273	62
PN3_SID274	55
PN3_SID275	49.6666666666667
PN3_SID276	61.3333333333333
PN3_SID277	59.5
PN5_SID405	70
PN5_SID407	64
PN5_SID408	60.3333333333333
PN5_SID409	90.6666666666667
PN5_SID410	47
PN5_SID411	55
PN5_SID412	46.3333333333333
PN5_SID413	62.3333333333333
PN5_SID414	66.6666666666667
PN5_SID415	76.6666666666667
PN5_SID416	75
PN5_SID417	81.5
PN5_SID418	73.6666666666667
PN5_SID419	60.5
PN5_SID420	59
PN5_SID421	69.6666666666667
PN5_SID422	55
PN5_SID423	72.3333333333333
PN5_SID424	67
PN5_SID425	79.3333333333333
PN5_SID426	58
PN5_SID427	86.6666666666667
PN5_SID428	65.3333333333333
PN5_SID430	86.6666666666667
PN5_SID432	73
PN5_SID433	70
PN5_SID434	66.3333333333333
PN5_SID435	69.5
PN5_SID436	76
PN5_SID438	68.3333333333333
PN5_SID439	54.6666666666667
PN5_SID440	67.5
PN5_SID441	61.6666666666667
PN5_SID443	75
PN5_SID444	86.6666666666667
PN5_SID446	58
PN5_SID447	65.3333333333333
PN5_SID448	72.6666666666667
PN5_SID449	73
PN5_SID450	58.3333333333333
PN5_SID451	57.3333333333333
PN5_SID452	74
PN5_SID453	79.3333333333333
PN5_SID454	97.3333333333333
PN5_SID455	52.5
PN5_SID456	36.3333333333333
PN5_SID457	75
PN5_SID458	55.6666666666667
PN5_SID459	69
PN5_SID460	77.6666666666667
PN5_SID461	52.5
PN5_SID462	60
PN5_SID463	76
PN5_SID464	39
PN5_SID465	62
PN5_SID466	68.6666666666667
PN5_SID467	80.6666666666667
PN5_SID469	61.3333333333333
PN5_SID470	72.6666666666667
PN5_SID471	45.6666666666667
PN5_SID472	49.3333333333333
PN5_SID473	67.6666666666667
PN5_SID474	57.6666666666667
PN5_SID475	71
PN5_SID476	78
PN5_SID477	51.6666666666667
PN5_SID479	69
PN5_SID480	60
PN6_SID496	81.3333333333333
PN6_SID497	61
PN6_SID498	52.3333333333333
PN6_SID499	49.3333333333333
PN6_SID500	58
PN6_SID501	63
PN6_SID502	72.6666666666667
PN6_SID503	69
PN6_SID504	75.6666666666667
PN6_SID505	79.5
PN4_SID352	78.5
PN4_SID353	67
PN4_SID354	72.6666666666667
PN4_SID355	58.3333333333333
PN4_SID356	55.6666666666667
PN4_SID358	61.3333333333333
PN4_SID359	73.3333333333333
PN4_SID360	68.3333333333333
PN4_SID361	50
PN4_SID362	52.6666666666667
PN4_SID364	62.5
PN4_SID365	73
PN4_SID366	58.5
PN4_SID367	57
PN4_SID368	62.6666666666667
PN4_SID369	58
PN4_SID370	69.3333333333333
PN4_SID374	62.3333333333333
PN4_SID375	64
PN4_SID378	48.3333333333333
PN4_SID379	73.3333333333333
PN4_SID380	60
PN4_SID381	61.5
PN4_SID382	44
PN4_SID383	63
PN4_SID384	81.6666666666667
PN5_SID390	65
PN5_SID402	60.3333333333333
PN5_SID404	68.5
PN9_SID804	57.6666666666667
PN9_SID805	66.6666666666667
PN9_SID806	61.6666666666667
PN9_SID808	67
PN9_SID809	53.6666666666667
PN9_SID810	66.6666666666667
PN9_SID811	86.3333333333333
PN9_SID812	72
PN9_SID813	83.6666666666667
PN9_SID815	81.5
PN9_SID817	61
PN9_SID818	53
PN9_SID819	77.3333333333333
PN9_SID820	55.3333333333333
PN9_SID821	58.3333333333333
PN9_SID822	77
PN9_SID823	69.6666666666667
PN9_SID824	75.6666666666667
PN9_SID826	79
PN9_SID827	72
PN9_SID828	85
PN9_SID829	55.6666666666667
PN9_SID831	72.3333333333333
PN9_SID832	76
PN9_SID833	67.3333333333333
PN9_SID834	65.3333333333333
PN9_SID835	59
PN9_SID836	93.6666666666667
PN9_SID837	68.6666666666667
PN9_SID839	68
PN9_SID840	59
PN9_SID841	80.3333333333333
PN9_SID842	80
PN9_SID843	62
PN9_SID844	68
PN9_SID846	45.3333333333333
PN9_SID847	82.3333333333333
PN9_SID848	75.3333333333333
PN9_SID849	75.6666666666667
PN9_SID850	75.5
PN9_SID851	63.3333333333333
PN9_SID853	73.6666666666667
PN9_SID854	71
PN9_SID855	62.6666666666667
PN9_SID856	60.3333333333333
PN9_SID857	58.3333333333333
PN9_SID858	79
PN9_SID859	72.5
PN9_SID860	74
PN9_SID861	60
PN9_SID862	72.5
PN9_SID863	70.6666666666667
PN9_SID864	72.6666666666667
PN10_SID866	67.6666666666667
PN16_SID1509	56.6666666666667
PN16_SID1510	83.5
PN16_SID1512	57.5
PN16_SID1513	60
PN16_SID1514	65
PN16_SID1515	55.6666666666667
PN16_SID1516	58.5
PN16_SID1517	58.3333333333333
PN16_SID1518	58.6666666666667
PN16_SID1519	68
PN16_SID1520	74
PN16_SID1521	80
PN3_SID214	65.1428571428571
PN3_SID215	65.1428571428571
PN3_SID218	65.1428571428571
PN3_SID219	88.3333333333333
PN3_SID216	61.6666666666667
PN17_SID1628	82.3333333333333
PN17_SID1630	62.3333333333333
PN17_SID1631	65
PN17_SID1629	64.3333333333333
PN17_SID1632	56.6666666666667
PN17_SID1626	62.5
PN17_SID1627	60
PN17_SID1550	55.6666666666667
PN17_SID1551	58.3333333333333
PN17_SID1552	63
PN17_SID1553	84.3333333333333
PN17_SID1554	83.6666666666667
PN17_SID1555	47.6666666666667
PN17_SID1556	76
PN17_SID1557	50.3333333333333
PN17_SID1558	68.3333333333333
PN17_SID1559	47.5
PN16_SID1536	80
PN17_SID1572	65.6666666666667
PN17_SID1573	79.3333333333333
PN17_SID1575	69.6666666666667
PN17_SID1576	71
PN17_SID1577	65
PN17_SID1578	53.3333333333333
PN17_SID1579	65
PN17_SID1580	59.3333333333333
PN17_SID1581	71.3333333333333
PN17_SID1582	89.5
PN4_SID341	64.6666666666667
PN4_SID342	78.3333333333333
PN4_SID343	71.3333333333333
PN4_SID344	74
PN4_SID345	59
PN4_SID346	82.3333333333333
PN4_SID347	74.6666666666667
PN4_SID348	62
PN4_SID349	68.3333333333333
PN4_SID350	73.6666666666667
PN4_SID351	57
PN17_SID1583	74
PN17_SID1584	74.3333333333333
PN17_SID1585	65
PN17_SID1586	56.3333333333333
PN17_SID1587	64.3333333333333
PN17_SID1589	52.3333333333333
PN17_SID1590	59
PN16_SID1499	58.6666666666667
PN16_SID1500	47
PN16_SID1501	64.5
PN16_SID1502	61
PN16_SID1503	65
PN16_SID1504	51
PN16_SID1505	79
PN16_SID1506	59
PN16_SID1507	71.5
PN16_SID1508	68
PN17_SID1560	68.5
PN17_SID1561	73.6666666666667
PN17_SID1562	54.3333333333333
PN17_SID1563	62.6666666666667
PN17_SID1564	67.3333333333333
PN17_SID1565	63.3333333333333
PN17_SID1566	63.3333333333333
PN17_SID1567	65
PN17_SID1568	76
PN17_SID1569	79.3333333333333
PN17_SID1570	79.3333333333333
PN17_SID1571	61.3333333333333
PN6_SID506	69.6666666666667
PN6_SID507	58.3333333333333
PN6_SID508	54.6666666666667
PN6_SID509	55.3333333333333
PN6_SID510	49.6666666666667
PN6_SID511	72.6666666666667
PN6_SID512	60
PN6_SID513	57.3333333333333
PN6_SID514	64
PN6_SID516	65
PN6_SID517	73.6666666666667
PN6_SID518	68.5
PN6_SID520	105.666666666667
PN6_SID521	80
PN6_SID522	70
PN17_SID1591	50.5
PN17_SID1592	72
PN17_SID1593	62
PN17_SID1594	52
PN17_SID1596	72.5
PN17_SID1597	65
PN17_SID1598	59.6666666666667
PN17_SID1599	64
PN17_SID1600	49
PN17_SID1601	64
PN17_SID1608	91.6666666666667
PN17_SID1609	65.5
PN17_SID1610	51.6666666666667
PN17_SID1611	60
PN17_SID1613	62
PN17_SID1614	55.6666666666667
PN17_SID1615	66.6666666666667
PN17_SID1603	76.6666666666667
PN17_SID1604	38.3333333333333
PN17_SID1605	67
PN17_SID1606	73
PN17_SID1607	72.3333333333333
PN17_SID1616	60
PN17_SID1617	59.6666666666667
PN17_SID1618	73.6666666666667
PN17_SID1574	96
PN17_SID1619	88
PN17_SID1620	33.5
PN17_SID1621	37
PN17_SID1623	61.3333333333333
PN17_SID1624	69.6666666666667
PN17_SID1625	71.6666666666667
PN16_SID1522	61
PN16_SID1523	58.3333333333333
PN16_SID1524	77.6666666666667
PN16_SID1525	62
PN16_SID1526	73.3333333333333
PN16_SID1527	75.3333333333333
PN16_SID1528	71
PN16_SID1529	62.6666666666667
PN16_SID1530	66.5
PN16_SID1531	63.5
PN16_SID1532	64.3333333333333
PN16_SID1533	67.3333333333333
PN16_SID1534	56.6666666666667
PN16_SID1535	69.6666666666667
PN7_SID630	101.333333333333
PN7_SID631	84.6666666666667
PN7_SID632	50.3333333333333
PN7_SID633	65
PN7_SID634	80.5
PN7_SID635	55.6666666666667
PN7_SID636	62.6666666666667
PN7_SID637	78
PN7_SID639	68
PN7_SID640	66
PN7_SID641	60
PN7_SID642	53.3333333333333
PN7_SID643	45.5
PN7_SID644	65.3333333333333
PN7_SID645	65.3333333333333
PN7_SID646	59
PN7_SID647	26
PN7_SID648	44
PN7_SID649	61.5
PN7_SID650	64
PN7_SID651	50
PN7_SID652	52.5
PN7_SID653	62
PN7_SID654	66
PN7_SID655	53
PN7_SID656	51.3333333333333
PN7_SID657	70
PN7_SID658	62.3333333333333
PN7_SID659	57.6666666666667
PN7_SID660	62
PN7_SID662	61.3333333333333
PN7_SID663	84.6666666666667
PN7_SID664	86.6666666666667
PN7_SID665	59.3333333333333
PN7_SID666	78.5
PN7_SID667	60.6666666666667
PN7_SID668	54.3333333333333
PN7_SID669	78.5
PN7_SID670	59
PN7_SID671	75.3333333333333
PN7_SID672	53.5
PN8_SID673	60.3333333333333
PN8_SID694	73.5
PN8_SID697	70
PN8_SID698	61
PN8_SID699	73.5
PN8_SID700	57.5
PN8_SID701	67.3333333333333
PN8_SID702	79
PN8_SID703	51
PN8_SID705	76.6666666666667
PN8_SID706	64.3333333333333
PN8_SID707	67.6666666666667
PN8_SID708	70.6666666666667
PN8_SID709	70.3333333333333
PN8_SID710	55
PN8_SID711	74.3333333333333
PN8_SID712	54
PN8_SID713	50
PN8_SID714	80
PN8_SID715	67.6666666666667
PN8_SID716	68
PN8_SID717	58.5
PN8_SID718	63.3333333333333
PN8_SID719	101.666666666667
PN8_SID720	68
PN8_SID721	71
PN8_SID722	57
PN8_SID723	75.3333333333333
PN8_SID724	59.3333333333333
PN8_SID726	71.3333333333333
PN8_SID727	58.6666666666667
PN8_SID728	86
PN8_SID729	47
PN8_SID730	51
PN8_SID731	59.3333333333333
PN8_SID733	58.6666666666667
PN8_SID734	75
PN8_SID735	52.3333333333333
PN8_SID737	65.6666666666667
PN8_SID738	61.3333333333333
PN8_SID741	92.3333333333333
PN8_SID742	52.3333333333333
PN8_SID743	65
PN8_SID744	45.6666666666667
PN8_SID745	64
PN8_SID746	55
PN8_SID747	55
PN8_SID748	70.3333333333333
PN8_SID749	59.6666666666667
PN8_SID750	61
PN8_SID752	38.3333333333333
PN8_SID753	77.3333333333333
PN8_SID754	69
PN8_SID755	72.3333333333333
PN8_SID756	67
PN8_SID758	64.3333333333333
PN8_SID759	50
PN8_SID760	75.6666666666667
PN8_SID761	40.3333333333333
PN8_SID762	39.6666666666667
PN8_SID763	76.5
PN8_SID764	66
PN8_SID765	72
PN8_SID767	55
PN8_SID768	59.5
PN9_SID769	34
PN9_SID770	53
PN9_SID771	71.6666666666667
PN9_SID777	69.3333333333333
PN9_SID778	61
PN14_SID1267	67.5
PN14_SID1268	68.3333333333333
PN14_SID1269	69.6666666666667
PN14_SID1270	54.3333333333333
PN14_SID1271	70.3333333333333
PN14_SID1272	69.6666666666667
PN14_SID1273	64.6666666666667
PN14_SID1274	62.3333333333333
PN14_SID1275	51
PN14_SID1276	72.6666666666667
PN14_SID1277	64
PN14_SID1278	51.6666666666667
PN14_SID1279	42.5
PN14_SID1280	45.3333333333333
PN14_SID1281	66
PN14_SID1282	46.3333333333333
PN14_SID1283	51.3333333333333
PN14_SID1284	57.3333333333333
PN14_SID1285	69.3333333333333
PN14_SID1286	42
PN14_SID1287	59
PN14_SID1288	66.6666666666667
PN14_SID1289	54.3333333333333
PN14_SID1290	60.6666666666667
PN14_SID1291	67.6666666666667
PN14_SID1292	67.6666666666667
PN14_SID1293	59.6666666666667
PN14_SID1294	46.6666666666667
PN14_SID1295	68.3333333333333
PN14_SID1296	61
PN14_SID1297	61.6666666666667
PN14_SID1298	53
PN14_SID1299	62.3333333333333
PN14_SID1300	61.5
PN14_SID1301	56
PN14_SID1302	56
PN14_SID1303	54
PN14_SID1304	69
PN14_SID1305	73
PN14_SID1306	58.3333333333333
PN14_SID1307	76
PN14_SID1308	58
PN14_SID1309	71.6666666666667
PN14_SID1310	63.5
PN14_SID1311	55.3333333333333
PN14_SID1312	35.6666666666667
PN14_SID1313	65
PN14_SID1314	63
PN14_SID1315	62
PN14_SID1316	81.3333333333333
PN14_SID1317	78.5
PN14_SID1318	65
PN14_SID1319	85
PN14_SID1320	62
PN14_SID1321	64.3333333333333
PN14_SID1322	70
PN14_SID1323	70
PN14_SID1324	49
PN14_SID1325	64
PN14_SID1326	64
PN14_SID1327	41.3333333333333
PN14_SID1328	79.3333333333333
PN14_SID1329	75.3333333333333
PN14_SID1330	66.3333333333333
PN14_SID1331	49
PN14_SID1332	75.3333333333333
PN14_SID1333	61.3333333333333
PN14_SID1334	67
PN14_SID1336	68.3333333333333
PN14_SID1337	61.3333333333333
PN14_SID1338	59
PN14_SID1339	97
PN14_SID1340	53.3333333333333
PN14_SID1341	59.6666666666667
PN14_SID1342	71.3333333333333
PN14_SID1343	68
PN14_SID1344	63.6666666666667
PN6_SID523	67.6666666666667
PN6_SID524	68
PN6_SID525	66.5
PN6_SID526	84.5
PN6_SID527	74
PN6_SID528	50.3333333333333
PN6_SID529	54.6666666666667
PN6_SID531	73.3333333333333
PN6_SID532	64
PN6_SID533	73.3333333333333
PN6_SID534	60.3333333333333
PN6_SID535	52.3333333333333
PN6_SID537	47.3333333333333
PN6_SID539	18.3333333333333
PN6_SID540	73.6666666666667
PN6_SID541	73
PN6_SID542	69.6666666666667
PN6_SID543	65.3333333333333
PN6_SID544	73.6666666666667
PN6_SID545	71
PN6_SID546	58.3333333333333
PN6_SID548	72.6666666666667
PN6_SID549	51.3333333333333
PN6_SID551	59.3333333333333
PN6_SID552	60
PN6_SID553	89
PN6_SID554	80.6666666666667
PN6_SID555	44.3333333333333
PN6_SID556	65.6666666666667
PN6_SID557	68.6666666666667
PN6_SID558	72
PN6_SID559	65
PN6_SID560	58
PN6_SID561	72
PN6_SID562	65
PN6_SID563	35.3333333333333
PN6_SID564	54
PN6_SID565	66.6666666666667
PN6_SID566	42.3333333333333
PN6_SID567	59
PN6_SID568	46.5
PN6_SID569	54
PN6_SID570	60.5
PN6_SID571	55.3333333333333
PN6_SID572	50
PN6_SID573	70.3333333333333
PN6_SID574	53
PN6_SID575	63
PN7_SID577	47.6666666666667
PN7_SID578	65.3333333333333
PN7_SID579	78
PN7_SID582	78.3333333333333
PN7_SID605	67.3333333333333
PN7_SID606	53
PN7_SID607	65
PN7_SID608	65
PN7_SID609	72.5
PN7_SID610	65
PN7_SID612	61.3333333333333
PN7_SID613	79.5
PN7_SID614	56
PN7_SID616	78
PN7_SID617	39.6666666666667
PN7_SID618	65
PN7_SID619	68
PN7_SID620	61.6666666666667
PN7_SID621	65
PN7_SID622	53.6666666666667
PN7_SID623	34.6666666666667
PN7_SID624	70.3333333333333
PN7_SID625	66
PN7_SID626	67.3333333333333
PN7_SID627	80.6666666666667
PN7_SID628	64.5
PN7_SID629	57
PN13_SID1199	72
PN13_SID1200	68.6666666666667
PN13_SID1201	76.6666666666667
PN13_SID1202	73.3333333333333
PN13_SID1203	45
PN13_SID1204	74
PN13_SID1205	53.6666666666667
PN13_SID1206	77
PN13_SID1207	60
PN13_SID1208	45
PN13_SID1210	30.3333333333333
PN13_SID1211	63.3333333333333
PN13_SID1212	64.3333333333333
PN13_SID1213	60.6666666666667
PN13_SID1214	57.5
PN13_SID1215	73
PN13_SID1216	86.3333333333333
PN13_SID1217	103
PN13_SID1218	81.6666666666667
PN13_SID1219	71.5
PN13_SID1220	56.5
PN13_SID1221	59.3333333333333
PN13_SID1222	68.3333333333333
PN13_SID1223	64.6666666666667
PN13_SID1224	69.3333333333333
PN13_SID1226	54
PN13_SID1227	64.5
PN13_SID1228	47.3333333333333
PN13_SID1229	67
PN13_SID1230	70.3333333333333
PN13_SID1231	68.3333333333333
PN13_SID1232	64.5
PN13_SID1233	60.6666666666667
PN13_SID1234	60.3333333333333
PN13_SID1235	80
PN13_SID1237	55.5
PN13_SID1238	54.3333333333333
PN13_SID1240	95
PN13_SID1241	71.6666666666667
PN13_SID1242	58.5
PN13_SID1243	72.5
PN13_SID1246	63.3333333333333
PN13_SID1247	74
PN13_SID1248	79.3333333333333
PN14_SID1260	67.6666666666667
PN14_SID1261	64
PN14_SID1262	63.3333333333333
PN14_SID1263	63
PN14_SID1264	54.6666666666667
PN14_SID1265	59.3333333333333
PN14_SID1266	65
PN9_SID779	63.6666666666667
PN9_SID780	61.3333333333333
PN9_SID781	76
PN9_SID782	65.6666666666667
PN9_SID785	51
PN9_SID786	70.3333333333333
PN9_SID787	71
PN9_SID788	61.5
PN9_SID789	69
PN9_SID790	67.3333333333333
PN9_SID791	58.6666666666667
PN9_SID792	73
PN9_SID793	69.3333333333333
PN9_SID794	48.3333333333333
PN9_SID795	68
PN9_SID796	76
PN9_SID797	56
PN9_SID798	56
PN9_SID799	54.3333333333333
PN9_SID800	58.3333333333333
PN9_SID801	58.6666666666667
PN9_SID802	84.6666666666667
PN9_SID803	80
PN10_SID897	46.3333333333333
PN10_SID898	54
PN10_SID899	54.3333333333333
PN10_SID900	86.6666666666667
PN10_SID901	77.6666666666667
PN10_SID902	72.6666666666667
PN10_SID903	77
PN10_SID904	NA
PN10_SID905	53.5
PN10_SID906	75
PN10_SID907	78.3333333333333
PN10_SID908	62
PN10_SID909	59
PN10_SID911	42
PN10_SID912	53
PN10_SID914	69.3333333333333
PN10_SID915	79
PN10_SID916	68
PN10_SID917	60.3333333333333
PN10_SID918	63.3333333333333
PN10_SID919	65.6666666666667
PN10_SID920	74.6666666666667
PN10_SID921	61.6666666666667
PN10_SID922	53.3333333333333
PN10_SID923	64.6666666666667
PN10_SID924	58.3333333333333
PN10_SID925	54.6666666666667
PN10_SID926	47
PN10_SID927	38
PN10_SID928	72
PN10_SID929	65.6666666666667
PN10_SID930	57.6666666666667
PN10_SID931	64.3333333333333
PN10_SID932	78.3333333333333
PN10_SID933	62
PN10_SID934	48.3333333333333
PN10_SID935	77.3333333333333
PN10_SID936	50
PN10_SID937	68.6666666666667
PN10_SID938	77
PN10_SID939	58
PN10_SID940	64.6666666666667
PN10_SID941	79
PN10_SID943	60.3333333333333
PN10_SID944	47
PN10_SID945	52
PN10_SID946	66.6666666666667
PN10_SID947	44
PN10_SID948	40.6666666666667
PN10_SID949	54
PN10_SID950	52.6666666666667
PN10_SID952	67
PN10_SID953	77.3333333333333
PN10_SID954	55.3333333333333
PN10_SID955	60.5
PN10_SID956	NA
PN10_SID957	53.5
PN10_SID959	84.3333333333333
PN10_SID960	68
PN11_SID961	83.3333333333333
PN11_SID962	68.3333333333333
PN11_SID963	70.3333333333333
PN11_SID964	60
PN11_SID965	65.5
PN11_SID966	62.3333333333333
PN11_SID967	74.3333333333333
PN11_SID968	72.3333333333333
