Sample,Proj.Plate,Plate #,PlateSamp,Cell,Note,Seq_PN,Seq_SID,Seq_Full_ID
1292,BZea-2023-14,14,44,D6,Zdip-CIM10003_P2_P1_P3_P4.4.1.1,14,1292,PN14_SID1292
1293,BZea-2023-14,14,45,E6,Zdip-CIM10003_P2_P1_P3_P4.5.1.1,14,1293,PN14_SID1293
1294,BZea-2023-14,14,46,F6,Zdip-CIM10003_P2_P1_P4_P1.2.1.1,14,1294,PN14_SID1294
1295,BZea-2023-14,14,47,G6,Zdip-CIM10003_P2_P1_P4_P1.3.1.1,14,1295,PN14_SID1295
1296,BZea-2023-14,14,48,H6,Zdip-CIM10003_P2_P1_P4_P1.4.1.1,14,1296,PN14_SID1296
1297,BZea-2023-14,14,49,A7,Zdip-CIM10003_P2_P1_P4_P2.1.1.1,14,1297,PN14_SID1297
1298,BZea-2023-14,14,50,B7,Zdip-CIM10003_P2_P1_P4_P2.2.1.1,14,1298,PN14_SID1298
1299,BZea-2023-14,14,51,C7,Zdip-CIM10003_P2_P1_P4_P2.3.1.1,14,1299,PN14_SID1299
1300,BZea-2023-14,14,52,D7,Zdip-CIM10003_P2_P1_P4_P3.2.1.1,14,1300,PN14_SID1300
1301,BZea-2023-14,14,53,E7,Zdip-CIM10003_P2_P1_P4_P3.3.1.1,14,1301,PN14_SID1301
1302,BZea-2023-14,14,54,F7,Zdip-CIM10003_P2_P1_P4_P4.2.1.1,14,1302,PN14_SID1302
1303,BZea-2023-14,14,55,G7,Zdip-CIM10003_P2_P1_P4_P4.3.1.1,14,1303,PN14_SID1303
1304,BZea-2023-14,14,56,H7,Zdip-CIM10003_P2_P1_P5_P1.1.1.1,14,1304,PN14_SID1304
1305,BZea-2023-14,14,57,A8,Zdip-CIM10003_P2_P1_P5_P1.2.1.1,14,1305,PN14_SID1305
1306,BZea-2023-14,14,58,B8,Zdip-CIM10003_P2_P1_P5_P1.4.1.1,14,1306,PN14_SID1306
1307,BZea-2023-14,14,59,C8,Zdip-CIM10003_P2_P1_P5_P2.1.1.1,14,1307,PN14_SID1307
1308,BZea-2023-14,14,60,D8,Zdip-CIM10003_P2_P1_P5_P2.2.1.1,14,1308,PN14_SID1308
1309,BZea-2023-14,14,61,E8,Zdip-CIM10003_P2_P1_P5_P2.3.1.1,14,1309,PN14_SID1309
1310,BZea-2023-14,14,62,F8,Zdip-CIM10003_P2_P1_P5_P2.4.1.1,14,1310,PN14_SID1310
1311,BZea-2023-14,14,63,G8,Zdip-CIM10003_P2_P1_P5_P3.1.1.1,14,1311,PN14_SID1311
1312,BZea-2023-14,14,64,H8,Zdip-CIM10003_P2_P1_P5_P3.3.1.1,14,1312,PN14_SID1312
1313,BZea-2023-14,14,65,A9,Zdip-CIM10003_P2_P1_P5_P4.1.1.1,14,1313,PN14_SID1313
1314,BZea-2023-14,14,66,B9,Zdip-CIM10003_P2_P1_P5_P4.2.1.1,14,1314,PN14_SID1314
1315,BZea-2023-14,14,67,C9,Zdip-CIM10003_P2_P1_P5_P4.4.1.1,14,1315,PN14_SID1315
1316,BZea-2023-14,14,68,D9,Zdip-CIM10003_P3_P1_P1_P1.1.1.1,14,1316,PN14_SID1316
1317,BZea-2023-14,14,69,E9,Zdip-CIM10003_P3_P1_P1_P1.3.1.1,14,1317,PN14_SID1317
1318,BZea-2023-14,14,70,F9,Zdip-CIM10003_P3_P1_P1_P2.1.1.1,14,1318,PN14_SID1318
1319,BZea-2023-14,14,71,G9,Zdip-CIM10003_P3_P1_P1_P2.2.1.1,14,1319,PN14_SID1319
1320,BZea-2023-14,14,72,H9,Zdip-CIM10003_P3_P1_P2_P1.1.1.1,14,1320,PN14_SID1320
1321,BZea-2023-14,14,73,A10,Zdip-CIM10003_P3_P1_P2_P1.3.1.1,14,1321,PN14_SID1321
1322,BZea-2023-14,14,74,B10,Zdip-CIM10003_P3_P1_P2_P1.4.1.1,14,1322,PN14_SID1322
1323,BZea-2023-14,14,75,C10,Zdip-CIM10003_P3_P1_P2_P2.1.1.1,14,1323,PN14_SID1323
1324,BZea-2023-14,14,76,D10,Zdip-CIM10003_P3_P1_P2_P2.3.1.1,14,1324,PN14_SID1324
1325,BZea-2023-14,14,77,E10,Zdip-CIM10003_P3_P1_P2_P3.1.1.1,14,1325,PN14_SID1325
1326,BZea-2023-14,14,78,F10,Zdip-CIM10003_P3_P1_P2_P3.2.1.1,14,1326,PN14_SID1326
1327,BZea-2023-14,14,79,G10,Zdip-CIM10003_P3_P1_P2_P3.3.1.1,14,1327,PN14_SID1327
1328,BZea-2023-14,14,80,H10,Zdip-CIM10003_P3_P1_P2_P4.1.1.1,14,1328,PN14_SID1328
1329,BZea-2023-14,14,81,A11,Zdip-CIM10003_P3_P1_P2_P4.2.1.1,14,1329,PN14_SID1329
1330,BZea-2023-14,14,82,B11,Zdip-CIM10003_P3_P1_P2_P4.3.1.1,14,1330,PN14_SID1330
1331,BZea-2023-14,14,83,C11,Zdip-CIM10003_P3_P1_P2_P5.1.1.1,14,1331,PN14_SID1331
1332,BZea-2023-14,14,84,D11,Zdip-CIM10003_P3_P1_P2_P5.2.1.1,14,1332,PN14_SID1332
1333,BZea-2023-14,14,85,E11,Zdip-CIM10003_P3_P1_P2_P5.3.1.1,14,1333,PN14_SID1333
1334,BZea-2023-14,14,86,F11,Zdip-CIM10003_P3_P1_P2_P5.4.1.1,14,1334,PN14_SID1334
1335,BZea-2023-14,14,87,G11,Purple Check,14,1335,PN14_SID1335
1336,BZea-2023-14,14,88,H11,Zdip-CIM10003_P3_P1_P3_P1.3.1.1,14,1336,PN14_SID1336
1337,BZea-2023-14,14,89,A12,Zdip-CIM10003_P3_P1_P3_P1.4.1.1,14,1337,PN14_SID1337
1338,BZea-2023-14,14,90,B12,Zdip-CIM10003_P3_P1_P3_P2.1.1.1,14,1338,PN14_SID1338
1339,BZea-2023-14,14,91,C12,Zdip-CIM10003_P3_P1_P3_P2.2.1.1,14,1339,PN14_SID1339
1340,BZea-2023-14,14,92,D12,Zdip-CIM10003_P3_P1_P3_P2.4.1.1,14,1340,PN14_SID1340
1341,BZea-2023-14,14,93,E12,Zdip-CIM10003_P3_P1_P3_P3.2.1.1,14,1341,PN14_SID1341
1342,BZea-2023-14,14,94,F12,Zdip-CIM10003_P3_P1_P3_P3.4.1.1,14,1342,PN14_SID1342
1343,BZea-2023-14,14,95,G12,Zdip-CIM10003_P3_P1_P4_P1.1.1.1,14,1343,PN14_SID1343
1344,BZea-2023-14,14,96,H12,Zdip-CIM10003_P3_P1_P4_P1.2.1.1,14,1344,PN14_SID1344
1345,BZea-2023-15,15,1,A1,Zdip-CIM10003_P3_P1_P4_P1.3.1.1,15,1345,PN15_SID1345
1346,BZea-2023-15,15,2,B1,Zdip-CIM10003_P3_P1_P4_P2.1.1.1,15,1346,PN15_SID1346
1347,BZea-2023-15,15,3,C1,Zdip-CIM10003_P3_P1_P4_P2.2.1.1,15,1347,PN15_SID1347
1348,BZea-2023-15,15,4,D1,Zdip-CIM10003_P3_P1_P4_P2.3.1.1,15,1348,PN15_SID1348
1349,BZea-2023-15,15,5,E1,Zdip-CIM10003_P3_P1_P4_P2.5.1.1,15,1349,PN15_SID1349
1350,BZea-2023-15,15,6,F1,Zdip-CIM10003_P3_P1_P4_P3.1.1.1,15,1350,PN15_SID1350
1351,BZea-2023-15,15,7,G1,Zdip-CIM10003_P3_P1_P4_P4.3.1.1,15,1351,PN15_SID1351
1352,BZea-2023-15,15,8,H1,Zdip-CIM10003_P3_P1_P4_P4.4.1.1,15,1352,PN15_SID1352
1353,BZea-2023-15,15,9,A2,Purple Check,15,1353,PN15_SID1353
1354,BZea-2023-15,15,10,B2,Zdip-CIM10003_P3_P1_P5_P1.3.1.1,15,1354,PN15_SID1354
1355,BZea-2023-15,15,11,C2,Zdip-CIM10003_P3_P1_P5_P1.4.1.1,15,1355,PN15_SID1355
1356,BZea-2023-15,15,12,D2,Bals-JSG-LCL-676_P3_P1_P2_P1.2.1.1,15,1356,PN15_SID1356
1357,BZea-2023-15,15,13,E2,Bals-JSG-LCL-676_P3_P1_P2_P1.3.1.1,15,1357,PN15_SID1357
1358,BZea-2023-15,15,14,F2,Bals-JSG-LCL-676_P3_P1_P3_P1.2.1.1,15,1358,PN15_SID1358
1359,BZea-2023-15,15,15,G2,Bals-JSG-LCL-676_P3_P1_P4_P1.1.1.1,15,1359,PN15_SID1359
1360,BZea-2023-15,15,16,H2,Bals-JSG-LCL-676_P3_P1_P4_P1.2.1.1,15,1360,PN15_SID1360
1361,BZea-2023-15,15,17,A3,Bals-JSG-LCL-676_P3_P1_P4_P2.1.1.1,15,1361,PN15_SID1361
1362,BZea-2023-15,15,18,B3,Bals-JSG-LCL-676_P3_P1_P4_P2.2.1.1,15,1362,PN15_SID1362
1363,BZea-2023-15,15,19,C3,Bals-JSG-LCL-676_P3_P1_P5_P1.2.1.1,15,1363,PN15_SID1363
1364,BZea-2023-15,15,20,D3,Bals-JSG-LCL-676_P3_P1_P5_P1.3.1.1,15,1364,PN15_SID1364
1365,BZea-2023-15,15,21,E3,Bals-JACV-T-049_P2_P1_P1_P1.1.1.1,15,1365,PN15_SID1365
1366,BZea-2023-15,15,22,F3,Bals-JACV-T-049_P2_P1_P1_P1.2.1.1,15,1366,PN15_SID1366
1367,BZea-2023-15,15,23,G3,Bals-JACV-T-049_P2_P1_P2_P1.1.1.1,15,1367,PN15_SID1367
1368,BZea-2023-15,15,24,H3,Bals-JACV-T-049_P2_P1_P2_P1.2.1.1,15,1368,PN15_SID1368
1369,BZea-2023-15,15,25,A4,Bals-JACV-T-049_P2_P1_P3_P1.1.1.1,15,1369,PN15_SID1369
1370,BZea-2023-15,15,26,B4,Bals-JACV-T-049_P2_P1_P3_P1.2.1.1,15,1370,PN15_SID1370
1371,BZea-2023-15,15,27,C4,Bals-JACV-T-049_P2_P1_P3_P2.1.1.1,15,1371,PN15_SID1371
1372,BZea-2023-15,15,28,D4,Bals-JACV-T-049_P2_P1_P3_P2.2.1.1,15,1372,PN15_SID1372
1373,BZea-2023-15,15,29,E4,Bals-JACV-T-049_P2_P1_P4_P1.1.1.1,15,1373,PN15_SID1373
1374,BZea-2023-15,15,30,F4,Bals-JACV-T-049_P2_P1_P4_P1.2.1.1,15,1374,PN15_SID1374
1375,BZea-2023-15,15,31,G4,Bals-JSG-RMM-LCL-534_P1_P1_P1_P1.1.1.1,15,1375,PN15_SID1375
1376,BZea-2023-15,15,32,H4,Bals-JSG-RMM-LCL-534_P1_P1_P1_P1.2.1.1,15,1376,PN15_SID1376
1377,BZea-2023-15,15,33,A5,Bals-JSG-RMM-LCL-534_P1_P1_P1_P2.1.1.1,15,1377,PN15_SID1377
1378,BZea-2023-15,15,34,B5,Bals-JSG-RMM-LCL-534_P1_P1_P1_P2.2.1.1,15,1378,PN15_SID1378
1379,BZea-2023-15,15,35,C5,Bals-JSG-RMM-LCL-534_P1_P1_P2_P1.1.1.1,15,1379,PN15_SID1379
1380,BZea-2023-15,15,36,D5,Bals-JSG-RMM-LCL-534_P1_P1_P2_P1.2.1.1,15,1380,PN15_SID1380
1381,BZea-2023-15,15,37,E5,Bals-JSG-RMM-LCL-534_P1_P1_P2_P2.1.1.1,15,1381,PN15_SID1381
1382,BZea-2023-15,15,38,F5,Bals-JSG-RMM-LCL-534_P1_P1_P2_P2.2.1.1,15,1382,PN15_SID1382
1383,BZea-2023-15,15,39,G5,Bals-JSG-RMM-LCL-534_P1_P1_P3_P1.1.1.1,15,1383,PN15_SID1383
1384,BZea-2023-15,15,40,H5,Bals-JSG-RMM-LCL-534_P1_P1_P3_P1.2.1.1,15,1384,PN15_SID1384
1385,BZea-2023-15,15,41,A6,Bals-JSG-RMM-LCL-534_P1_P1_P3_P2.1.1.1,15,1385,PN15_SID1385
1386,BZea-2023-15,15,42,B6,Bals-JSG-RMM-LCL-534_P1_P1_P4_P1.1.1.1,15,1386,PN15_SID1386
1387,BZea-2023-15,15,43,C6,Bals-JSG-RMM-LCL-534_P1_P1_P4_P1.2.1.1,15,1387,PN15_SID1387
1388,BZea-2023-15,15,44,D6,Bals-JSG-RMM-LCL-534_P1_P1_P5_P1.1.1.1,15,1388,PN15_SID1388
1389,BZea-2023-15,15,45,E6,Bals-JSG-RMM-LCL-534_P1_P1_P5_P1.2.1.1,15,1389,PN15_SID1389
1390,BZea-2023-15,15,46,F6,Bals-JSG-RMM-LCL-514_P1_P1_P1_P1.1.1.1,15,1390,PN15_SID1390
1391,BZea-2023-15,15,47,G6,Bals-JSG-RMM-LCL-514_P1_P1_P1_P1.2.1.1,15,1391,PN15_SID1391
1392,BZea-2023-15,15,48,H6,Bals-JSG-RMM-LCL-514_P1_P1_P2_P1.2.1.1,15,1392,PN15_SID1392
1393,BZea-2023-15,15,49,A7,Bals-JSG-RMM-LCL-514_P1_P1_P3_P1.1.1.1,15,1393,PN15_SID1393
1394,BZea-2023-15,15,50,B7,Bals-JSG-RMM-LCL-514_P1_P1_P3_P1.2.1.1,15,1394,PN15_SID1394
1395,BZea-2023-15,15,51,C7,Bals-JSG-RMM-LCL-514_P1_P1_P4_P1.2.1.1,15,1395,PN15_SID1395
1396,BZea-2023-15,15,52,D7,Bals-JSG-RMM-LCL-514_P1_P1_P5_P1.1.1.1,15,1396,PN15_SID1396
1397,BZea-2023-15,15,53,E7,Bals-JSG-RMM-LCL-514_P1_P1_P5_P1.2.1.1,15,1397,PN15_SID1397
1398,BZea-2023-15,15,54,F7,Bals-JSG-RMM-LCL-514_P3_P1_P2_P1.1.1.1,15,1398,PN15_SID1398
1399,BZea-2023-15,15,55,G7,Bals-JSG-RMM-LCL-514_P3_P1_P2_P1.2.1.1,15,1399,PN15_SID1399
1400,BZea-2023-15,15,56,H7,Bals-JSG-RMM-LCL-514_P3_P1_P3_P1.1.1.1,15,1400,PN15_SID1400
1401,BZea-2023-15,15,57,A8,Bals-JSG-RMM-LCL-514_P3_P1_P3_P1.2.1.1,15,1401,PN15_SID1401
1402,BZea-2023-15,15,58,B8,Bals-JSG-RMM-LCL-514_P3_P1_P4_P1.1.1.1,15,1402,PN15_SID1402
1403,BZea-2023-15,15,59,C8,Bals-JSG-RMM-LCL-514_P3_P1_P4_P1.2.1.1,15,1403,PN15_SID1403
1404,BZea-2023-15,15,60,D8,Bals-JSG-RMM-LCL-514_P3_P1_P5_P1.2.1.1,15,1404,PN15_SID1404
1405,BZea-2023-15,15,61,E8,Bals-JLNCM-643_P3_P1_P1_P1.1.1.1,15,1405,PN15_SID1405
1406,BZea-2023-15,15,62,F8,Bals-JLNCM-643_P3_P1_P1_P1.2.1.1,15,1406,PN15_SID1406
1407,BZea-2023-15,15,63,G8,Bals-JLNCM-643_P3_P1_P1_P2.1.1.1,15,1407,PN15_SID1407
1408,BZea-2023-15,15,64,H8,Bals-JLNCM-643_P3_P1_P1_P2.2.1.1,15,1408,PN15_SID1408
1409,BZea-2023-15,15,65,A9,Bals-JLNCM-643_P3_P1_P2_P1.2.1.1,15,1409,PN15_SID1409
1410,BZea-2023-15,15,66,B9,Bals-JLNCM-643_P3_P1_P4_P1.2.1.1,15,1410,PN15_SID1410
1411,BZea-2023-15,15,67,C9,Bals-JLNCM-643_P3_P1_P5_P1.1.1.1,15,1411,PN15_SID1411
1412,BZea-2023-15,15,68,D9,Bals-JLNCM-643_P3_P1_P5_P1.2.1.1,15,1412,PN15_SID1412
1413,BZea-2023-15,15,69,E9,Bals-JSG-RMM-LCL-474_P2_P1_P2_P1.1.1.1,15,1413,PN15_SID1413
1414,BZea-2023-15,15,70,F9,Bals-JSG-RMM-LCL-474_P2_P1_P2_P1.2.1.1,15,1414,PN15_SID1414
1415,BZea-2023-15,15,71,G9,Bals-JSG-RMM-LCL-474_P2_P1_P2_P2.1.1.1,15,1415,PN15_SID1415
1416,BZea-2023-15,15,72,H9,Bals-JSG-RMM-LCL-474_P2_P1_P2_P2.3.1.1,15,1416,PN15_SID1416
1417,BZea-2023-15,15,73,A10,Bals-JSG-RMM-LCL-474_P2_P1_P3_P2.1.1.1,15,1417,PN15_SID1417
1418,BZea-2023-15,15,74,B10,Bals-JSG-RMM-LCL-474_P2_P1_P3_P2.2.1.1,15,1418,PN15_SID1418
1419,BZea-2023-15,15,75,C10,Bals-JSG-RMM-LCL-474_P2_P1_P4_P1.1.1.1,15,1419,PN15_SID1419
1420,BZea-2023-15,15,76,D10,Bals-JSG-RMM-LCL-474_P2_P1_P4_P1.2.1.1,15,1420,PN15_SID1420
1421,BZea-2023-15,15,77,E10,Bals-JSG-RMM-LCL-474_P2_P1_P5_P1.1.1.1,15,1421,PN15_SID1421
1422,BZea-2023-15,15,78,F10,Bals-JSG-RMM-LCL-474_P2_P1_P5_P1.2.1.1,15,1422,PN15_SID1422
1423,BZea-2023-15,15,79,G10,Bals-JSG-RMM-LCL-474_P2_P1_P5_P2.1.1.1,15,1423,PN15_SID1423
1424,BZea-2023-15,15,80,H10,Bals-JSG-RMM-LCL-474_P2_P1_P5_P2.3.1.1,15,1424,PN15_SID1424
1425,BZea-2023-15,15,81,A11,Bals-JSG-RMM-LCL-524_P2_P1_P1_P1.1.1.1,15,1425,PN15_SID1425
1426,BZea-2023-15,15,82,B11,Bals-JSG-RMM-LCL-524_P2_P1_P1_P1.2.1.1,15,1426,PN15_SID1426
1427,BZea-2023-15,15,83,C11,Bals-JSG-RMM-LCL-524_P2_P1_P2_P1.2.1.1,15,1427,PN15_SID1427
1428,BZea-2023-15,15,84,D11,Bals-JSG-RMM-LCL-524_P2_P1_P2_P1.3.1.1,15,1428,PN15_SID1428
1429,BZea-2023-15,15,85,E11,Bals-JSG-RMM-LCL-524_P2_P1_P2_P2.1.1.1,15,1429,PN15_SID1429
1430,BZea-2023-15,15,86,F11,Bals-JSG-RMM-LCL-524_P2_P1_P2_P2.2.1.1,15,1430,PN15_SID1430
1431,BZea-2023-15,15,87,G11,Bals-JSG-RMM-LCL-524_P2_P1_P3_P1.1.1.1,15,1431,PN15_SID1431
1432,BZea-2023-15,15,88,H11,Bals-JSG-RMM-LCL-524_P2_P1_P3_P1.2.1.1,15,1432,PN15_SID1432
1433,BZea-2023-15,15,89,A12,Bals-JSG-RMM-LCL-524_P2_P1_P3_P2.1.1.1,15,1433,PN15_SID1433
1434,BZea-2023-15,15,90,B12,Bals-JSG-RMM-LCL-524_P2_P1_P3_P2.2.1.1,15,1434,PN15_SID1434
1435,BZea-2023-15,15,91,C12,Bals-JSG-RMM-LCL-524_P2_P1_P4_P1.2.1.1,15,1435,PN15_SID1435
1436,BZea-2023-15,15,92,D12,Bals-JSG-RMM-LCL-524_P2_P1_P5_P1.1.1.1,15,1436,PN15_SID1436
1437,BZea-2023-15,15,93,E12,Bals-JSG-RMM-LCL-524_P2_P1_P5_P1.2.1.1,15,1437,PN15_SID1437
1438,BZea-2023-15,15,94,F12,Bals-JSG-LCL-JR-P-702_P4_P1_P1_P1.1.1.1,15,1438,PN15_SID1438
1439,BZea-2023-15,15,95,G12,Bals-JSG-LCL-JR-P-702_P4_P1_P1_P1.2.1.1,15,1439,PN15_SID1439
1440,BZea-2023-15,15,96,H12,Bals-JSG-LCL-JR-P-702_P4_P1_P1_P2.1.1.1,15,1440,PN15_SID1440
1441,BZea-2023-16,16,1,A1,Bals-JSG-LCL-JR-P-702_P4_P1_P1_P2.2.1.1,16,1441,PN16_SID1441
1442,BZea-2023-16,16,2,B1,Bals-JSG-LCL-JR-P-702_P4_P1_P2_P1.1.1.1,16,1442,PN16_SID1442
1443,BZea-2023-16,16,3,C1,Bals-JSG-LCL-JR-P-702_P4_P1_P2_P1.2.1.1,16,1443,PN16_SID1443
1444,BZea-2023-16,16,4,D1,Bals-JSG-LCL-JR-P-702_P4_P1_P2_P2.1.1.1,16,1444,PN16_SID1444
1445,BZea-2023-16,16,5,E1,Bals-JSG-LCL-JR-P-702_P4_P1_P2_P2.2.1.1,16,1445,PN16_SID1445
1446,BZea-2023-16,16,6,F1,Bals-JSG-LCL-JR-P-702_P4_P1_P3_P1.1.1.1,16,1446,PN16_SID1446
1447,BZea-2023-16,16,7,G1,Bals-JSG-LCL-JR-P-702_P4_P1_P3_P1.2.1.1,16,1447,PN16_SID1447
1448,BZea-2023-16,16,8,H1,Bals-JSG-LCL-JR-P-702_P4_P1_P3_P2.1.1.1,16,1448,PN16_SID1448
1449,BZea-2023-16,16,9,A2,Bals-JSG-LCL-JR-P-702_P4_P1_P3_P2.2.1.1,16,1449,PN16_SID1449
1450,BZea-2023-16,16,10,B2,Bals-JSG-LCL-JR-P-702_P4_P1_P4_P1.1.1.1,16,1450,PN16_SID1450
1451,BZea-2023-16,16,11,C2,Bals-JSG-LCL-JR-P-702_P4_P1_P4_P1.2.1.1,16,1451,PN16_SID1451
1452,BZea-2023-16,16,12,D2,Bals-JSG-LCL-JR-P-702_P4_P1_P5_P1.1.1.1,16,1452,PN16_SID1452
1453,BZea-2023-16,16,13,E2,Bals-JSG-LCL-JR-P-702_P4_P1_P5_P1.2.1.1,16,1453,PN16_SID1453
1454,BZea-2023-16,16,14,F2,Bals-JSG-LCL-704_P2_P1_P1_P1.1.1.1,16,1454,PN16_SID1454
1455,BZea-2023-16,16,15,G2,Bals-JSG-LCL-704_P2_P1_P1_P1.2.1.1,16,1455,PN16_SID1455
1456,BZea-2023-16,16,16,H2,Bals-JSG-LCL-704_P2_P1_P1_P2.1.1.1,16,1456,PN16_SID1456
1457,BZea-2023-16,16,17,A3,Bals-JSG-LCL-704_P2_P1_P2_P1.1.1.1,16,1457,PN16_SID1457
1458,BZea-2023-16,16,18,B3,Bals-JSG-LCL-704_P2_P1_P2_P1.2.1.1,16,1458,PN16_SID1458
1459,BZea-2023-16,16,19,C3,Bals-JSG-LCL-704_P2_P1_P3_P1.1.1.1,16,1459,PN16_SID1459
1460,BZea-2023-16,16,20,D3,Bals-JSG-LCL-704_P2_P1_P3_P1.2.1.1,16,1460,PN16_SID1460
1461,BZea-2023-16,16,21,E3,Bals-JSG-LCL-704_P2_P1_P3_P1.1.1.1,16,1461,PN16_SID1461
1462,BZea-2023-16,16,22,F3,Bals-JSG-LCL-704_P2_P1_P3_P1.2.1.1,16,1462,PN16_SID1462
1463,BZea-2023-16,16,23,G3,Bals-JSG-LCL-704_P2_P1_P5_P1.1.1.1,16,1463,PN16_SID1463
1464,BZea-2023-16,16,24,H3,Bals-JSG-LCL-704_P3_P1_P1_P1.1.1.1,16,1464,PN16_SID1464
1465,BZea-2023-16,16,25,A4,Bals-JSG-LCL-704_P3_P1_P1_P1.2.1.1,16,1465,PN16_SID1465
1466,BZea-2023-16,16,26,B4,Bals-JSG-LCL-704_P3_P1_P2_P1.1.1.1,16,1466,PN16_SID1466
1467,BZea-2023-16,16,27,C4,Bals-JSG-LCL-704_P3_P1_P2_P1.2.1.1,16,1467,PN16_SID1467
1468,BZea-2023-16,16,28,D4,Bals-JSG-LCL-704_P3_P1_P3_P1.1.1.1,16,1468,PN16_SID1468
1469,BZea-2023-16,16,29,E4,Bals-JSG-LCL-704_P3_P1_P3_P1.2.1.1,16,1469,PN16_SID1469
1470,BZea-2023-16,16,30,F4,Bals-JSG-LCL-704_P3_P1_P4_P1.1.1.1,16,1470,PN16_SID1470
1471,BZea-2023-16,16,31,G4,Bals-JSG-LCL-704_P3_P1_P4_P1.2.1.1,16,1471,PN16_SID1471
1472,BZea-2023-16,16,32,H4,Bals-JSG-LCL-704_P3_P1_P5_P1.1.1.1,16,1472,PN16_SID1472
1473,BZea-2023-16,16,33,A5,Bals-JSG-LCL-704_P3_P1_P5_P1.2.1.1,16,1473,PN16_SID1473
1474,BZea-2023-16,16,34,B5,Bals-JSG-467_P2_P1_P1_P1.1.1.1,16,1474,PN16_SID1474
1475,BZea-2023-16,16,35,C5,Bals-JSG-467_P2_P1_P1_P1.2.1.1,16,1475,PN16_SID1475
1476,BZea-2023-16,16,36,D5,Bals-JSG-467_P2_P1_P2_P1.1.1.1,16,1476,PN16_SID1476
1477,BZea-2023-16,16,37,E5,Bals-JSG-467_P2_P1_P2_P1.2.1.1,16,1477,PN16_SID1477
1478,BZea-2023-16,16,38,F5,Bals-JSG-467_P2_P1_P2_P2.1.1.1,16,1478,PN16_SID1478
1479,BZea-2023-16,16,39,G5,Bals-JSG-467_P2_P1_P2_P2.2.1.1,16,1479,PN16_SID1479
1480,BZea-2023-16,16,40,H5,Bals-JSG-467_P2_P1_P3_P1.1.1.1,16,1480,PN16_SID1480
1481,BZea-2023-16,16,41,A6,Bals-JSG-467_P2_P1_P3_P1.2.1.1,16,1481,PN16_SID1481
1482,BZea-2023-16,16,42,B6,Bals-JSG-467_P2_P1_P3_P2.1.1.1,16,1482,PN16_SID1482
1483,BZea-2023-16,16,43,C6,Bals-JSG-467_P2_P1_P3_P2.2.1.1,16,1483,PN16_SID1483
1484,BZea-2023-16,16,44,D6,Bals-JSG-467_P2_P1_P4_P1.1.1.1,16,1484,PN16_SID1484
1485,BZea-2023-16,16,45,E6,Bals-JSG-467_P2_P1_P4_P1.2.1.1,16,1485,PN16_SID1485
1486,BZea-2023-16,16,46,F6,Purple Check,16,1486,PN16_SID1486
1487,BZea-2023-16,16,47,G6,Bals-JSG-467_P2_P1_P5_P1.2.1.1,16,1487,PN16_SID1487
1488,BZea-2023-16,16,48,H6,Bals-JSG-RMM-LCL-495_P4_P1_P1_P1.1.1.1,16,1488,PN16_SID1488
1489,BZea-2023-16,16,49,A7,Bals-JSG-RMM-LCL-495_P4_P1_P1_P1.2.1.1,16,1489,PN16_SID1489
1490,BZea-2023-16,16,50,B7,Bals-JSG-RMM-LCL-495_P4_P1_P4_P1.1.1.1,16,1490,PN16_SID1490
1491,BZea-2023-16,16,51,C7,Bals-JSG-RMM-LCL-495_P4_P1_P4_P1.2.1.1,16,1491,PN16_SID1491
1492,BZea-2023-16,16,52,D7,Bals-JSG-RMM-LCL-495_P4_P1_P4_P2.1.1.1,16,1492,PN16_SID1492
1493,BZea-2023-16,16,53,E7,Bals-JSG-RMM-LCL-495_P4_P1_P4_P2.2.1.1,16,1493,PN16_SID1493
1494,BZea-2023-16,16,54,F7,Bals-JSG-RMM-LCL-495_P4_P1_P5_P1.1.1.1,16,1494,PN16_SID1494
1495,BZea-2023-16,16,55,G7,Bals-JSG-RMM-LCL-495_P4_P1_P5_P1.2.1.1,16,1495,PN16_SID1495
1496,BZea-2023-16,16,56,H7,Bals-JSG-RMM-LCL-495_P4_P1_P5_P2.1.1.1,16,1496,PN16_SID1496
1497,BZea-2023-16,16,57,A8,Bals-JSG-RMM-LCL-495_P4_P1_P5_P2.2.1.1,16,1497,PN16_SID1497
1498,BZea-2023-16,16,58,B8,Mesa-JSG-RMM-LCL-473_P2_P1_P1_P1.2.1.1,16,1498,PN16_SID1498
1499,BZea-2023-16,16,59,C8,Mesa-JSG-RMM-LCL-473_P2_P1_P3_P1.1.1.1,16,1499,PN16_SID1499
1500,BZea-2023-16,16,60,D8,Mesa-JSG-RMM-LCL-473_P2_P1_P3_P1.2.1.1,16,1500,PN16_SID1500
1501,BZea-2023-16,16,61,E8,Mesa-JSG-RMM-LCL-473_P2_P1_P5_P1.2.1.1,16,1501,PN16_SID1501
1502,BZea-2023-16,16,62,F8,Mesa-JSG-RMM-LCL-473_P2_P1_P5_P1.3.1.1,16,1502,PN16_SID1502
1503,BZea-2023-16,16,63,G8,Mesa-JSG-RMM-LCL-473_P3_P1_P1_P1.1.1.1,16,1503,PN16_SID1503
1504,BZea-2023-16,16,64,H8,Mesa-JSG-RMM-LCL-473_P3_P1_P1_P1.2.1.1,16,1504,PN16_SID1504
1505,BZea-2023-16,16,65,A9,Mesa-JSG-RMM-LCL-473_P3_P1_P2_P1.3.1.1,16,1505,PN16_SID1505
