Sample,Proj.Plate,Plate #,PlateSamp,Cell,Note,Seq_PN,Seq_SID,Seq_Full_ID
1082,BZea-2023-12,12,26,B4,Bals-RMM-11_P2_P1_P3_P1.1.1.1,12,1082,PN12_SID1082
1083,BZea-2023-12,12,27,C4,Bals-RMM-11_P2_P1_P3_P1.3.1.1,12,1083,PN12_SID1083
1084,BZea-2023-12,12,28,D4,Bals-RMM-11_P2_P1_P3_P2.1.1.1,12,1084,PN12_SID1084
1085,BZea-2023-12,12,29,E4,Bals-RMM-11_P2_P1_P3_P2.2.1.1,12,1085,PN12_SID1085
1086,BZea-2023-12,12,30,F4,Bals-RMM-11_P2_P1_P4_P1.2.1.1,12,1086,PN12_SID1086
1087,BZea-2023-12,12,31,G4,Bals-RMM-11_P2_P1_P4_P2.1.1.1,12,1087,PN12_SID1087
1088,BZea-2023-12,12,32,H4,Bals-RMM-11_P2_P1_P4_P2.2.1.1,12,1088,PN12_SID1088
1089,BZea-2023-12,12,33,A5,Bals-RMM-11_P2_P1_P5_P1.1.1.1,12,1089,PN12_SID1089
1090,BZea-2023-12,12,34,B5,Bals-RMM-11_P2_P1_P5_P1.2.1.1,12,1090,PN12_SID1090
1091,BZea-2023-12,12,35,C5,Bals-DMA-2008-1_P3_P1_P2_P1.1.1.1,12,1091,PN12_SID1091
1092,BZea-2023-12,12,36,D5,Bals-DMA-2008-1_P3_P1_P2_P2.2.1.1,12,1092,PN12_SID1092
1093,BZea-2023-12,12,37,E5,Bals-DMA-2008-1_P3_P1_P4_P1.1.1.1,12,1093,PN12_SID1093
1094,BZea-2023-12,12,38,F5,Bals-DMA-2008-1_P3_P1_P4_P1.2.1.1,12,1094,PN12_SID1094
1095,BZea-2023-12,12,39,G5,Bals-DMA-2008-1_P3_P1_P4_P2.1.1.1,12,1095,PN12_SID1095
1096,BZea-2023-12,12,40,H5,Bals-DMA-2008-1_P3_P1_P5_P1.1.1.1,12,1096,PN12_SID1096
1097,BZea-2023-12,12,41,A6,Bals-JLNCM-646_P2_P1_P1_P1.1.1.1,12,1097,PN12_SID1097
1098,BZea-2023-12,12,42,B6,Bals-JLNCM-646_P2_P1_P1_P1.2.1.1,12,1098,PN12_SID1098
1099,BZea-2023-12,12,43,C6,Bals-JLNCM-646_P2_P1_P1_P2.1.1.1,12,1099,PN12_SID1099
1100,BZea-2023-12,12,44,D6,Bals-JLNCM-646_P2_P1_P1_P2.2.1.1,12,1100,PN12_SID1100
1101,BZea-2023-12,12,45,E6,Bals-JLNCM-646_P2_P1_P3_P1.1.1.1,12,1101,PN12_SID1101
1102,BZea-2023-12,12,46,F6,Bals-JLNCM-646_P2_P1_P3_P1.2.1.1,12,1102,PN12_SID1102
1103,BZea-2023-12,12,47,G6,Bals-JLNCM-646_P2_P1_P4_P1.1.1.1,12,1103,PN12_SID1103
1104,BZea-2023-12,12,48,H6,Bals-JLNCM-646_P2_P1_P4_P1.2.1.1,12,1104,PN12_SID1104
1105,BZea-2023-12,12,49,A7,Bals-JLNCM-646_P2_P1_P4_P2.1.1.1,12,1105,PN12_SID1105
1106,BZea-2023-12,12,50,B7,Bals-JLNCM-646_P2_P1_P4_P2.2.1.1,12,1106,PN12_SID1106
1107,BZea-2023-12,12,51,C7,Bals-JLNCM-646_P2_P1_P5_P1.2.1.1,12,1107,PN12_SID1107
1108,BZea-2023-12,12,52,D7,Bals-JLNCM-646_P2_P1_P5_P1.3.1.1,12,1108,PN12_SID1108
1109,BZea-2023-12,12,53,E7,Bals-JLHNM-661_P2_P2_P2_P1.2.1.1,12,1109,PN12_SID1109
1110,BZea-2023-12,12,54,F7,Bals-JLHNM-661_P2_P2_P2_P2.2.1.1,12,1110,PN12_SID1110
1111,BZea-2023-12,12,55,G7,Bals-JLHNM-661_P2_P2_P3_P1.1.1.1,12,1111,PN12_SID1111
1112,BZea-2023-12,12,56,H7,Bals-JLHNM-661_P2_P2_P3_P2.1.1.1,12,1112,PN12_SID1112
1113,BZea-2023-12,12,57,A8,Bals-JLHNM-661_P2_P2_P4_P1.1.1.1,12,1113,PN12_SID1113
1114,BZea-2023-12,12,58,B8,Bals-JLHNM-661_P2_P2_P4_P1.2.1.1,12,1114,PN12_SID1114
1115,BZea-2023-12,12,59,C8,Bals-JLHNM-661_P2_P2_P4_P2.1.1.1,12,1115,PN12_SID1115
1116,BZea-2023-12,12,60,D8,Bals-JLHNM-661_P2_P2_P5_P1.1.1.1,12,1116,PN12_SID1116
1117,BZea-2023-12,12,61,E8,Bals-JLHNM-661_P2_P2_P5_P1.2.1.1,12,1117,PN12_SID1117
1118,BZea-2023-12,12,62,F8,Bals-JLHNM-661_P2_P2_P5_P2.1.1.1,12,1118,PN12_SID1118
1119,BZea-2023-12,12,63,G8,Bals-JLHNM-661_P2_P2_P5_P2.2.1.1,12,1119,PN12_SID1119
1120,BZea-2023-12,12,64,H8,Bals-JSG-RMM-LCL-511_P1_P2_P2_P1.1.1.1,12,1120,PN12_SID1120
1121,BZea-2023-12,12,65,A9,Bals-JSG-RMM-LCL-511_P1_P2_P2_P1.2.1.1,12,1121,PN12_SID1121
1122,BZea-2023-12,12,66,B9,Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.1.1.1,12,1122,PN12_SID1122
1123,BZea-2023-12,12,67,C9,Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.2.1.1,12,1123,PN12_SID1123
1124,BZea-2023-12,12,68,D9,Bals-JSG-RMM-LCL-511_P1_P2_P4_P2.1.1.1,12,1124,PN12_SID1124
1125,BZea-2023-12,12,69,E9,Bals-JSG-RMM-LCL-523_P1_P1_P1_P2.1.1.1,12,1125,PN12_SID1125
1126,BZea-2023-12,12,70,F9,Bals-JSG-RMM-LCL-523_P1_P1_P2_P1.2.1.1,12,1126,PN12_SID1126
1127,BZea-2023-12,12,71,G9,Bals-JSG-RMM-LCL-523_P1_P1_P2_P2.2.1.1,12,1127,PN12_SID1127
1128,BZea-2023-12,12,72,H9,Bals-JSG-RMM-LCL-523_P1_P1_P3_P1.1.1.1,12,1128,PN12_SID1128
1129,BZea-2023-12,12,73,A10,Bals-JSG-RMM-LCL-523_P1_P1_P3_P1.2.1.1,12,1129,PN12_SID1129
1130,BZea-2023-12,12,74,B10,Bals-JSG-RMM-LCL-523_P1_P1_P3_P2.2.1.1,12,1130,PN12_SID1130
1131,BZea-2023-12,12,75,C10,Bals-JSG-RMM-LCL-523_P1_P1_P4_P1.1.1.1,12,1131,PN12_SID1131
1132,BZea-2023-12,12,76,D10,Bals-JSG-RMM-LCL-523_P1_P1_P4_P1.2.1.1,12,1132,PN12_SID1132
1133,BZea-2023-12,12,77,E10,Bals-JSG-RMM-LCL-523_P1_P1_P5_P1.1.1.1,12,1133,PN12_SID1133
1134,BZea-2023-12,12,78,F10,Bals-JSG-RMM-LCL-523_P1_P1_P5_P1.2.1.1,12,1134,PN12_SID1134
1135,BZea-2023-12,12,79,G10,Bals-JSG-RMM-LCL-523_P1_P1_P5_P2.1.1.1,12,1135,PN12_SID1135
1136,BZea-2023-12,12,80,H10,Bals-JSG-RMM-LCL-523_P1_P1_P5_P2.2.1.1,12,1136,PN12_SID1136
1137,BZea-2023-12,12,81,A11,Bals-JACV-T-082_P2_P1_P1_P1.1.1.1,12,1137,PN12_SID1137
1138,BZea-2023-12,12,82,B11,Bals-JACV-T-082_P2_P1_P1_P1.2.1.1,12,1138,PN12_SID1138
1139,BZea-2023-12,12,83,C11,Bals-JACV-T-082_P2_P1_P2_P1.1.1.1,12,1139,PN12_SID1139
1140,BZea-2023-12,12,84,D11,Bals-JACV-T-082_P2_P1_P2_P1.2.1.1,12,1140,PN12_SID1140
1141,BZea-2023-12,12,85,E11,Bals-JACV-T-082_P2_P1_P2_P2.1.1.1,12,1141,PN12_SID1141
1142,BZea-2023-12,12,86,F11,Bals-JACV-T-082_P2_P1_P2_P2.2.1.1,12,1142,PN12_SID1142
1143,BZea-2023-12,12,87,G11,Bals-JACV-T-082_P2_P1_P3_P1.1.1.1,12,1143,PN12_SID1143
1144,BZea-2023-12,12,88,H11,Bals-JACV-T-082_P2_P1_P3_P1.2.1.1,12,1144,PN12_SID1144
1145,BZea-2023-12,12,89,A12,Bals-JACV-T-082_P2_P1_P4_P1.1.1.1,12,1145,PN12_SID1145
1146,BZea-2023-12,12,90,B12,Bals-JACV-T-082_P2_P1_P4_P1.2.1.1,12,1146,PN12_SID1146
1147,BZea-2023-12,12,91,C12,Bals-JACV-T-082_P2_P1_P4_P2.1.1.1,12,1147,PN12_SID1147
1148,BZea-2023-12,12,92,D12,Bals-JACV-T-082_P2_P1_P4_P2.2.1.1,12,1148,PN12_SID1148
1149,BZea-2023-12,12,93,E12,Bals-JSG-Y-RMM-458_P1_P1_P1_P1.2.1.1,12,1149,PN12_SID1149
1150,BZea-2023-12,12,94,F12,Bals-JSG-Y-RMM-458_P1_P1_P2_P1.1.1.1,12,1150,PN12_SID1150
1151,BZea-2023-12,12,95,G12,Bals-JSG-Y-RMM-458_P1_P1_P2_P1.2.1.1,12,1151,PN12_SID1151
1152,BZea-2023-12,12,96,H12,Bals-JSG-Y-RMM-458_P1_P1_P3_P1.1.1.1,12,1152,PN12_SID1152
1153,BZea-2023-13,13,1,A1,Bals-JSG-Y-RMM-458_P1_P1_P3_P1.2.1.1,13,1153,PN13_SID1153
1154,BZea-2023-13,13,2,B1,Bals-JSG-Y-RMM-458_P1_P1_P3_P2.1.1.1,13,1154,PN13_SID1154
1155,BZea-2023-13,13,3,C1,Bals-JSG-Y-RMM-458_P1_P1_P3_P2.2.1.1,13,1155,PN13_SID1155
1156,BZea-2023-13,13,4,D1,Bals-JSG-Y-RMM-458_P1_P1_P4_P1.1.1.1,13,1156,PN13_SID1156
1157,BZea-2023-13,13,5,E1,Bals-JSG-Y-RMM-458_P1_P1_P4_P1.2.1.1,13,1157,PN13_SID1157
1158,BZea-2023-13,13,6,F1,Bals-JSG-Y-RMM-458_P1_P1_P4_P2.2.1.1,13,1158,PN13_SID1158
1159,BZea-2023-13,13,7,G1,Bals-JSG-Y-RMM-458_P1_P1_P5_P1.1.1.1,13,1159,PN13_SID1159
1160,BZea-2023-13,13,8,H1,Bals-JSG-Y-RMM-458_P1_P1_P5_P1.2.1.1,13,1160,PN13_SID1160
1161,BZea-2023-13,13,9,A2,Bals-JSG-Y-RMM-458_P1_P1_P5_P2.1.1.1,13,1161,PN13_SID1161
1162,BZea-2023-13,13,10,B2,Purple Check,13,1162,PN13_SID1162
1163,BZea-2023-13,13,11,C2,Bals-JSG-Y-RMM-457_P3_P1_P1_P1.2.1.1,13,1163,PN13_SID1163
1164,BZea-2023-13,13,12,D2,Bals-JSG-Y-RMM-457_P3_P1_P1_P2.1.1.1,13,1164,PN13_SID1164
1165,BZea-2023-13,13,13,E2,Bals-JSG-Y-RMM-457_P3_P1_P1_P2.2.1.1,13,1165,PN13_SID1165
1166,BZea-2023-13,13,14,F2,Bals-JSG-Y-RMM-457_P3_P1_P2_P1.1.1.1,13,1166,PN13_SID1166
1167,BZea-2023-13,13,15,G2,Bals-JSG-Y-RMM-457_P3_P1_P2_P1.2.1.1,13,1167,PN13_SID1167
1168,BZea-2023-13,13,16,H2,Bals-JSG-Y-RMM-457_P3_P1_P2_P2.1.1.1,13,1168,PN13_SID1168
1169,BZea-2023-13,13,17,A3,Bals-JSG-Y-RMM-457_P3_P1_P2_P2.3.1.1,13,1169,PN13_SID1169
1170,BZea-2023-13,13,18,B3,Bals-JSG-Y-RMM-457_P3_P1_P4_P1.1.1.1,13,1170,PN13_SID1170
1171,BZea-2023-13,13,19,C3,Bals-JSG-Y-RMM-457_P3_P1_P4_P1.2.1.1,13,1171,PN13_SID1171
1172,BZea-2023-13,13,20,D3,Bals-JSG-Y-RMM-457_P3_P1_P5_P1.1.1.1,13,1172,PN13_SID1172
1173,BZea-2023-13,13,21,E3,Bals-JSG-Y-RMM-457_P3_P1_P5_P1.2.1.1,13,1173,PN13_SID1173
1174,BZea-2023-13,13,22,F3,Bals-JSG-Y-RMM-457_P3_P1_P5_P2.1.1.1,13,1174,PN13_SID1174
1175,BZea-2023-13,13,23,G3,Bals-JSG-Y-RMM-457_P3_P1_P5_P2.2.1.1,13,1175,PN13_SID1175
1176,BZea-2023-13,13,24,H3,Bals-JSG-RMM-LCL-517_P2_P1_P1_P1.1.1.1,13,1176,PN13_SID1176
1177,BZea-2023-13,13,25,A4,Bals-JSG-RMM-LCL-517_P2_P1_P1_P2.1.1.1,13,1177,PN13_SID1177
1178,BZea-2023-13,13,26,B4,Bals-JSG-RMM-LCL-517_P2_P1_P1_P2.2.1.1,13,1178,PN13_SID1178
1179,BZea-2023-13,13,27,C4,Bals-JSG-RMM-LCL-517_P2_P1_P2_P1.1.1.1,13,1179,PN13_SID1179
1180,BZea-2023-13,13,28,D4,Bals-JSG-RMM-LCL-517_P2_P1_P2_P1.2.1.1,13,1180,PN13_SID1180
1181,BZea-2023-13,13,29,E4,Bals-JSG-RMM-LCL-517_P2_P1_P2_P2.2.1.1,13,1181,PN13_SID1181
1182,BZea-2023-13,13,30,F4,Bals-JSG-RMM-LCL-517_P2_P1_P3_P1.1.1.1,13,1182,PN13_SID1182
1183,BZea-2023-13,13,31,G4,Bals-JSG-RMM-LCL-517_P2_P1_P3_P1.2.1.1,13,1183,PN13_SID1183
1184,BZea-2023-13,13,32,H4,Bals-JSG-RMM-LCL-517_P2_P1_P3_P2.1.1.1,13,1184,PN13_SID1184
1185,BZea-2023-13,13,33,A5,Bals-JSG-RMM-LCL-517_P2_P1_P3_P2.2.1.1,13,1185,PN13_SID1185
1186,BZea-2023-13,13,34,B5,Bals-JSG-RMM-LCL-517_P2_P1_P4_P1.1.1.1,13,1186,PN13_SID1186
1187,BZea-2023-13,13,35,C5,Bals-JSG-RMM-LCL-517_P2_P1_P4_P1.2.1.1,13,1187,PN13_SID1187
1188,BZea-2023-13,13,36,D5,Bals-JSG-RMM-LCL-517_P2_P1_P5_P1.1.1.1,13,1188,PN13_SID1188
1189,BZea-2023-13,13,37,E5,Bals-JSG-RMM-LCL-517_P2_P1_P5_P1.2.1.1,13,1189,PN13_SID1189
1190,BZea-2023-13,13,38,F5,Bals-JLHNM-664_P3_P1_P1_P2.1.1.1,13,1190,PN13_SID1190
1191,BZea-2023-13,13,39,G5,Bals-JLHNM-664_P3_P1_P1_P2.2.1.1,13,1191,PN13_SID1191
1192,BZea-2023-13,13,40,H5,Bals-JLHNM-664_P3_P1_P2_P1.1.1.1,13,1192,PN13_SID1192
1193,BZea-2023-13,13,41,A6,Bals-JLHNM-664_P3_P1_P2_P1.2.1.1,13,1193,PN13_SID1193
1194,BZea-2023-13,13,42,B6,Bals-JLHNM-664_P3_P1_P2_P2.1.1.1,13,1194,PN13_SID1194
1195,BZea-2023-13,13,43,C6,Bals-JLHNM-664_P3_P1_P3_P1.1.1.1,13,1195,PN13_SID1195
1196,BZea-2023-13,13,44,D6,Bals-JLHNM-664_P3_P1_P5_P1.1.1.1,13,1196,PN13_SID1196
1197,BZea-2023-13,13,45,E6,Bals-JLHNM-664_P3_P1_P5_P2.1.1.1,13,1197,PN13_SID1197
1198,BZea-2023-13,13,46,F6,Bals-JLHNM-664_P3_P1_P5_P2.2.1.1,13,1198,PN13_SID1198
1199,BZea-2023-13,13,47,G6,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P1.1.1.1,13,1199,PN13_SID1199
1200,BZea-2023-13,13,48,H6,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P1.2.1.1,13,1200,PN13_SID1200
1201,BZea-2023-13,13,49,A7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P1.4.1.1,13,1201,PN13_SID1201
1202,BZea-2023-13,13,50,B7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P2.1.1.1,13,1202,PN13_SID1202
1203,BZea-2023-13,13,51,C7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P2.2.1.1,13,1203,PN13_SID1203
1204,BZea-2023-13,13,52,D7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P2.3.1.1,13,1204,PN13_SID1204
1205,BZea-2023-13,13,53,E7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.1.1.1,13,1205,PN13_SID1205
1206,BZea-2023-13,13,54,F7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.2.1.1,13,1206,PN13_SID1206
1207,BZea-2023-13,13,55,G7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.3.1.1,13,1207,PN13_SID1207
1208,BZea-2023-13,13,56,H7,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.4.1.1,13,1208,PN13_SID1208
1209,BZea-2023-13,13,57,A8,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P1.1.1.1,13,1209,PN13_SID1209
1210,BZea-2023-13,13,58,B8,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P1.2.1.1,13,1210,PN13_SID1210
1211,BZea-2023-13,13,59,C8,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P1.3.1.1,13,1211,PN13_SID1211
1212,BZea-2023-13,13,60,D8,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P2.1.1.1,13,1212,PN13_SID1212
1213,BZea-2023-13,13,61,E8,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P2.2.1.1,13,1213,PN13_SID1213
1214,BZea-2023-13,13,62,F8,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P1.2.1.1,13,1214,PN13_SID1214
1215,BZea-2023-13,13,63,G8,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P1.3.1.1,13,1215,PN13_SID1215
1216,BZea-2023-13,13,64,H8,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P2.1.1.1,13,1216,PN13_SID1216
1217,BZea-2023-13,13,65,A9,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P2.2.1.1,13,1217,PN13_SID1217
1218,BZea-2023-13,13,66,B9,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P2.3.1.1,13,1218,PN13_SID1218
1219,BZea-2023-13,13,67,C9,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P1.1.1.1,13,1219,PN13_SID1219
1220,BZea-2023-13,13,68,D9,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P1.3.1.1,13,1220,PN13_SID1220
1221,BZea-2023-13,13,69,E9,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P1.4.1.1,13,1221,PN13_SID1221
1222,BZea-2023-13,13,70,F9,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P2.3.1.1,13,1222,PN13_SID1222
1223,BZea-2023-13,13,71,G9,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P2.4.1.1,13,1223,PN13_SID1223
1224,BZea-2023-13,13,72,H9,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P3.4.1.1,13,1224,PN13_SID1224
1225,BZea-2023-13,13,73,A10,Purple Check,13,1225,PN13_SID1225
1226,BZea-2023-13,13,74,B10,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P2.5.1.1,13,1226,PN13_SID1226
1227,BZea-2023-13,13,75,C10,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.1.1.1,13,1227,PN13_SID1227
1228,BZea-2023-13,13,76,D10,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.2.1.1,13,1228,PN13_SID1228
1229,BZea-2023-13,13,77,E10,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.4.1.1,13,1229,PN13_SID1229
1230,BZea-2023-13,13,78,F10,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.5.1.1,13,1230,PN13_SID1230
1231,BZea-2023-13,13,79,G10,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P1.2.1.1,13,1231,PN13_SID1231
1232,BZea-2023-13,13,80,H10,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P1.5.1.1,13,1232,PN13_SID1232
1233,BZea-2023-13,13,81,A11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P2.1.1.1,13,1233,PN13_SID1233
1234,BZea-2023-13,13,82,B11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P2.3.1.1,13,1234,PN13_SID1234
1235,BZea-2023-13,13,83,C11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P2.4.1.1,13,1235,PN13_SID1235
1236,BZea-2023-13,13,84,D11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.1.1.1,13,1236,PN13_SID1236
1237,BZea-2023-13,13,85,E11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.2.1.1,13,1237,PN13_SID1237
1238,BZea-2023-13,13,86,F11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.3.1.1,13,1238,PN13_SID1238
1239,BZea-2023-13,13,87,G11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P4.1.1.1,13,1239,PN13_SID1239
1240,BZea-2023-13,13,88,H11,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P4.2.1.1,13,1240,PN13_SID1240
1241,BZea-2023-13,13,89,A12,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P4.3.1.1,13,1241,PN13_SID1241
1242,BZea-2023-13,13,90,B12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P1.1.1.1,13,1242,PN13_SID1242
1243,BZea-2023-13,13,91,C12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P1.2.1.1,13,1243,PN13_SID1243
1244,BZea-2023-13,13,92,D12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P1.3.1.1,13,1244,PN13_SID1244
1245,BZea-2023-13,13,93,E12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P2.3.1.1,13,1245,PN13_SID1245
1246,BZea-2023-13,13,94,F12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P2.4.1.1,13,1246,PN13_SID1246
1247,BZea-2023-13,13,95,G12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P3.1.1.1,13,1247,PN13_SID1247
1248,BZea-2023-13,13,96,H12,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P3.2.1.1,13,1248,PN13_SID1248
1249,BZea-2023-14,14,1,A1,Zdip-JSG-RMM-LCL-551_P3_P1_P3_P3.3.1.1,14,1249,PN14_SID1249
1250,BZea-2023-14,14,2,B1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P1.1.1.1,14,1250,PN14_SID1250
1251,BZea-2023-14,14,3,C1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P1.3.1.1,14,1251,PN14_SID1251
1252,BZea-2023-14,14,4,D1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P1.4.1.1,14,1252,PN14_SID1252
1253,BZea-2023-14,14,5,E1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P2.1.1.1,14,1253,PN14_SID1253
1254,BZea-2023-14,14,6,F1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P2.2.1.1,14,1254,PN14_SID1254
1255,BZea-2023-14,14,7,G1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P2.3.1.1,14,1255,PN14_SID1255
1256,BZea-2023-14,14,8,H1,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.1.1.1,14,1256,PN14_SID1256
1257,BZea-2023-14,14,9,A2,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.2.1.1,14,1257,PN14_SID1257
1258,BZea-2023-14,14,10,B2,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.3.1.1,14,1258,PN14_SID1258
1259,BZea-2023-14,14,11,C2,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.4.1.1,14,1259,PN14_SID1259
1260,BZea-2023-14,14,12,D2,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.1.1.1,14,1260,PN14_SID1260
1261,BZea-2023-14,14,13,E2,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.2.1.1,14,1261,PN14_SID1261
1262,BZea-2023-14,14,14,F2,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.3.1.1,14,1262,PN14_SID1262
1263,BZea-2023-14,14,15,G2,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.4.1.1,14,1263,PN14_SID1263
1264,BZea-2023-14,14,16,H2,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P2.1.1.1,14,1264,PN14_SID1264
1265,BZea-2023-14,14,17,A3,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P2.2.1.1,14,1265,PN14_SID1265
1266,BZea-2023-14,14,18,B3,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P3.1.1.1,14,1266,PN14_SID1266
1267,BZea-2023-14,14,19,C3,Zdip-CIM10003_P2_P1_P1_P1.1.1.1,14,1267,PN14_SID1267
1268,BZea-2023-14,14,20,D3,Zdip-CIM10003_P2_P1_P1_P1.2.1.1,14,1268,PN14_SID1268
1269,BZea-2023-14,14,21,E3,Zdip-CIM10003_P2_P1_P1_P1.3.1.1,14,1269,PN14_SID1269
1270,BZea-2023-14,14,22,F3,Zdip-CIM10003_P2_P1_P1_P2.1.1.1,14,1270,PN14_SID1270
1271,BZea-2023-14,14,23,G3,Zdip-CIM10003_P2_P1_P1_P2.2.1.1,14,1271,PN14_SID1271
1272,BZea-2023-14,14,24,H3,Zdip-CIM10003_P2_P1_P1_P2.3.1.1,14,1272,PN14_SID1272
1273,BZea-2023-14,14,25,A4,Zdip-CIM10003_P2_P1_P1_P2.4.1.1,14,1273,PN14_SID1273
1274,BZea-2023-14,14,26,B4,Zdip-CIM10003_P2_P1_P2_P1.2.1.1,14,1274,PN14_SID1274
1275,BZea-2023-14,14,27,C4,Zdip-CIM10003_P2_P1_P2_P1.3.1.1,14,1275,PN14_SID1275
1276,BZea-2023-14,14,28,D4,Zdip-CIM10003_P2_P1_P2_P1.5.1.1,14,1276,PN14_SID1276
1277,BZea-2023-14,14,29,E4,Zdip-CIM10003_P2_P1_P2_P2.1.1.1,14,1277,PN14_SID1277
1278,BZea-2023-14,14,30,F4,Zdip-CIM10003_P2_P1_P2_P2.2.1.1,14,1278,PN14_SID1278
1279,BZea-2023-14,14,31,G4,Zdip-CIM10003_P2_P1_P2_P2.3.1.1,14,1279,PN14_SID1279
1280,BZea-2023-14,14,32,H4,Zdip-CIM10003_P2_P1_P2_P2.5.1.1,14,1280,PN14_SID1280
1281,BZea-2023-14,14,33,A5,Zdip-CIM10003_P2_P1_P3_P1.2.1.1,14,1281,PN14_SID1281
1282,BZea-2023-14,14,34,B5,Zdip-CIM10003_P2_P1_P3_P1.3.1.1,14,1282,PN14_SID1282
1283,BZea-2023-14,14,35,C5,Zdip-CIM10003_P2_P1_P3_P1.4.1.1,14,1283,PN14_SID1283
1284,BZea-2023-14,14,36,D5,Zdip-CIM10003_P2_P1_P3_P1.5.1.1,14,1284,PN14_SID1284
1285,BZea-2023-14,14,37,E5,Zdip-CIM10003_P2_P1_P3_P2.1.1.1,14,1285,PN14_SID1285
1286,BZea-2023-14,14,38,F5,Zdip-CIM10003_P2_P1_P3_P2.3.1.1,14,1286,PN14_SID1286
1287,BZea-2023-14,14,39,G5,Zdip-CIM10003_P2_P1_P3_P2.4.1.1,14,1287,PN14_SID1287
1288,BZea-2023-14,14,40,H5,Zdip-CIM10003_P2_P1_P3_P3.1.1.1,14,1288,PN14_SID1288
1289,BZea-2023-14,14,41,A6,Zdip-CIM10003_P2_P1_P3_P3.3.1.1,14,1289,PN14_SID1289
1290,BZea-2023-14,14,42,B6,Zdip-CIM10003_P2_P1_P3_P4.1.1.1,14,1290,PN14_SID1290
1291,BZea-2023-14,14,43,C6,Zdip-CIM10003_P2_P1_P3_P4.2.1.1,14,1291,PN14_SID1291
